"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"N.A[6,6]",544.396577777778,102.728546176738,413,474,516,586,813,1.73469516600469,10
"N.A[7,6]",451.2764,90.6167032567664,334,389,427,488,685,1.6981283262606,11
"N.A[8,6]",196.4772,42.8926013194443,138,167,187,216,306,1.51346878421295,13
"N.A[9,6]",2065.35208888889,393.700578211813,1583,1801,1942,2214,3117.5249600039,1.88899239876877,9
"N.A[10,6]",1861.24124444444,354.725412468318,1434.47491307997,1622,1749,1998,2814,1.89565154114281,9
"N.A[11,6]",2278.41031111111,449.479364287505,1728,1975,2138,2452,3479,1.87310189324997,9
"N.A[12,6]",401.338844444444,83.3821204463631,293,344,379,437,616,1.69485781195612,11
"N.A[13,6]",70.4156,18.598827490862,43,57,67,80,117,1.29692893262403,18
"N.A[14,6]",2308.65911111111,443.955240668743,1769.47492953551,2011,2168,2475,3499,1.90418675509728,9
"N.A[15,6]",2308.46697777778,435.915505512628,1782.47493004941,2014,2170,2480,3477,1.89293260779081,9
"N.A[16,6]",2231.596,421.234130401114,1722,1946,2097,2394,3355.52496284077,1.88790916221516,9
"N.A[17,6]",2793.0316,523.216848369682,2158,2440,2629,2983,4185,1.91755375107892,9
"N.A[18,6]",590.232755555556,116.840711666412,441,511,557,637,898,1.72281256624283,10
"N.A[19,6]",2439.43368888889,434.384164723981,1918,2147,2302,2597,3639.5249657404,1.9235012061512,9
"N.A[20,6]",1682.21342222222,318.763571413809,1298,1468,1583,1805.24994807772,2549,1.88245376234919,9
"N.A[21,6]",191.783155555556,40.1349400726932,136,164,183,211,294,1.48977046077078,13
"N.A[1,7]",212.841244444444,56.8774284334385,126,175,204,239,359,1.33165469145489,17
"N.A[2,7]",63.2582222222222,23.2649407061402,26,47,60,77,117,1.10596596198756,39
"N.A[3,7]",7.76982222222222,4.65526502781226,2,5,7,10,19,1.05834426150181,66
"N.A[4,7]",27.4547555555556,17.0770704845115,6,15,23,36,71,1.03094032355681,120
"N.A[5,7]",236.034755555556,58.2463906228155,150,195,225,265,381,1.37279803479169,15
"N.A[6,7]",451.216488888889,99.8987879473699,313,381,429,498,706,1.52096923797185,12
"N.A[7,7]",355.473333333333,83.6686144360375,236,297,339,397,566,1.44169248390861,14
"N.A[8,7]",172.920222222222,50.0568092750821,100,137,164,199,297,1.22524833973656,22
"N.A[9,7]",1899.61088888889,375.338649780834,1416,1646,1796,2038,2871,1.76908011851483,10
"N.A[10,7]",1472.0736,295.723014113581,1082,1270,1395,1586,2226,1.68506263742305,11
"N.A[11,7]",2094.21493333333,419.039236161529,1560,1808,1975,2271,3173,1.78938827868126,10
"N.A[12,7]",326.399155555556,75.7545319313384,217,273,312,365,514,1.40239513402227,14
"N.A[13,7]",81.7315111111111,29.4647474714112,39,60,77,98,152,1.11762876917607,36
"N.A[14,7]",2508.23244444444,487.298040021385,1893,2175,2367,2707,3779.52496700945,1.82796823648702,10
"N.A[15,7]",2025.35088888889,399.704641094582,1512,1749,1913,2196,3059.52495924568,1.75956164185624,10
"N.A[16,7]",1650.0872,335.397296898957,1214,1423,1557,1787,2510.52495033343,1.7170018886769,10
"N.A[17,7]",2112.448,423.414492272434,1569,1822,1994,2285,3199.52496102896,1.73008336176045,10
"N.A[18,7]",533.816666666667,117.019374708076,369,453,508,587,827.524849318708,1.48144830998545,13
"N.A[19,7]",1266.39346666667,258.254261868964,898,1090,1206,1380,1926,1.59234752314249,11
"N.A[20,7]",1186.40253333333,242.162868619956,859,1019,1125,1293,1804,1.62012222336384,11
"N.A[21,7]",228.881377777778,56.5401525706944,144,189,220,259,366,1.28034595355856,19
"N.A[1,8]",105.432888888889,28.7394360243166,65,85,100,121,177,1.23203732060176,21
"N.A[2,8]",33.0129333333333,12.8097000135131,16,24,30,39,65,1.14522766267687,31
"N.A[3,8]",33.8593333333333,13.2389107621069,15,24,32,41,67,1.09893066639034,42
"N.A[4,8]",35.9356444444444,14.0787736603305,16,26,33,43,71,1.11820984593637,36
"N.A[5,8]",206.473733333333,48.6258678078151,139,173,196,230,333,1.42871128985197,14
"N.A[6,8]",643.770533333333,133.665681921248,470.474734993992,553,608,698,1004.52487587004,1.67926539049219,11
"N.A[7,8]",258.918133333333,59.5388045529403,177,218,246,286,411,1.48555668040159,13
"N.A[8,8]",117.506355555556,32.1267712667506,70,95,112,133,197,1.27571485290908,19
"N.A[9,8]",2182.51817777778,432.621731468745,1655,1891,2046,2352,3325.52496250554,1.85944955687056,10
"N.A[10,8]",1574.95208888889,312.587096274841,1188,1361,1481,1708,2406,1.81875867762918,10
"N.A[11,8]",1563.55777777778,311.567153737373,1184,1352,1469.49991493705,1681,2395,1.8156565484545,10
"N.A[12,8]",289.962755555556,63.6810853026516,201,246,277,320,453,1.47505596493443,13
"N.A[13,8]",69.0321777777778,22.6402270141427,37,53,65,80,126,1.19020267487941,25
"N.A[14,8]",2364.46937777778,462.95107826984,1799,2051,2220,2545,3580,1.85069002744247,10
"N.A[15,8]",2237.21368888889,440.714364626594,1705,1941,2100,2403,3403,1.86664300045967,10
"N.A[16,8]",1473.71004444444,294.583700981333,1108,1275,1386,1587,2256,1.83778215243517,10
"N.A[17,8]",2009.044,396.001556544235,1527,1742,1887,2159,3070,1.8475382840561,10
"N.A[18,8]",707.091688888889,146.877345170928,518,606,667,767,1091,1.7335376301438,10
"N.A[19,8]",1870.05462222222,364.686088441516,1418,1621,1761,2012,2825,1.82421652376532,10
"N.A[20,8]",1048.56275555556,211.479957985178,779,905,986,1133,1594,1.77682342363224,10
"N.A[21,8]",222.382266666667,52.2616461891775,148,186,211,248,356,1.43249020458091,14
"N.J[1,1]",391.057022222222,57.3139737593923,289,351,388,425,523,1.26472900416657,20
"N.J[2,1]",17.5682222222222,4.92750357880431,9,14,17,21,28,1.06600680193888,63
"N.J[3,1]",88.8479111111111,15.778737479953,61,78,88,98.2490490219453,123,1.1831442519062,27
"N.J[4,1]",128.140444444444,20.8746672067009,91,114,127,141,174,1.2062768016592,24
"N.J[5,1]",580.114888888889,85.7608294249086,427,520,576,631,778,1.28661530475505,19
"N.J[6,1]",830.9796,112.489950884601,629,752,825,896,1095.52488618124,1.28170134820505,20
"N.J[7,1]",681.170355555556,96.3909652855596,507,614,677.499815498129,737,906,1.27822015735094,20
"N.J[8,1]",144.805644444444,21.5004758124256,106,130,144,158,192,1.19346956671505,26
"N.J[9,1]",2681.10128888889,358.425679333649,2033,2428,2669,2885,3533,1.30078898258457,19
"N.J[10,1]",1712.40426666667,236.267984698261,1286,1545,1703,1847,2269,1.29622617567835,19
"N.J[11,1]",2424.6032,334.679154581493,1822.47493158467,2188,2410,2614,3217.52496124698,1.29858613419576,19
"N.J[12,1]",501.332844444444,72.9512897513378,371,451,498,544,670,1.27798446811639,20
"N.J[13,1]",276.352533333333,41.9833757096179,201,247,274,301,371,1.2475510003858,21
"N.J[14,1]",3691.0404,511.828526872789,2771,3325,3674,3982,4903,1.30740379088916,18
"N.J[15,1]",2696.80346666667,365.659888608328,2040.4749388939,2438,2684,2907,3563,1.30138355300122,19
"N.J[16,1]",2392.84102222222,329.698307299286,1800,2158,2380,2581.24996368508,3180,1.29991446656714,19
"N.J[17,1]",2485.78564444444,338.817585436264,1878,2245,2472,2680,3292.52496212974,1.29817534372359,19
"N.J[18,1]",2518.42977777778,340.88326783038,1903,2275,2505,2713,3329,1.30040608998591,19
"N.J[19,1]",1601.97711111111,214.332986193725,1217,1452,1594,1724,2110,1.2868906226639,19
"N.J[20,1]",1446.19408888889,199.963148457639,1087,1306,1438,1562,1919,1.29412871708677,19
"N.J[21,1]",171.270044444444,26.4505482753169,124,153,170,187,231,1.21549238457887,24
"N.J[1,2]",252.461288888889,57.3756135745087,156,212,247,286,380,1.09712190706456,43
"N.J[2,2]",62.5033777777778,24.2514795677387,23,45,60,77,117,1.02282672048727,160
"N.J[3,2]",12.8681333333333,11.1860486108238,1,5,10,18,41,1.00394998852275,1100
"N.J[4,2]",22.7216888888889,17.3549383426122,1,9,19,32,66,1.01153304287493,330
"N.J[5,2]",274.961377777778,60.0009272330419,174,233,269,311,410,1.10625519082016,40
"N.J[6,2]",828.333422222222,140.147262536659,582,730,819,913,1138,1.17752903210009,27
"N.J[7,2]",695.532755555556,118.903673234105,491,611,686,768,960,1.15955808280283,30
"N.J[8,2]",285.997155555556,61.4156164345836,182,243,281,323,424,1.1016690162754,43
"N.J[9,2]",3020.14488888889,431.963792020676,2263,2716,2991,3280,4007,1.26408819016472,20
"N.J[10,2]",1864.0356,280.188380757828,1368,1671,1844,2032,2488,1.21749687525203,24
"N.J[11,2]",3206.72586666667,456.861125081096,2395,2884.74996749776,3184,3475,4259,1.26967717115465,20
"N.J[12,2]",403.310088888889,78.7019038311269,269,349,396,450,580,1.1139839892577,39
"N.J[13,2]",63.6072,26.4012368892985,23,45,60,79,125,1.02377411011272,160
"N.J[14,2]",2176.04933333333,321.332249075231,1620,1949,2156,2376,2886,1.25430298118716,21
"N.J[15,2]",2821.16804444444,406.240413925759,2101,2536,2799,3057,3752.52496677207,1.25796465043551,21
"N.J[16,2]",2090.88004444444,324.480317959294,1524.47491821133,1871,2063,2276,2842.52495613444,1.20154329544814,25
"N.J[17,2]",1954.97328888889,300.09350417331,1426,1752,1931,2127,2648,1.20398263791783,25
"N.J[18,2]",1874.54431111111,287.869007662814,1375,1674,1855,2039,2549,1.22721510812268,23
"N.J[19,2]",2116.33991111111,318.379191647632,1549,1899,2092,2302,2849,1.20273795390484,25
"N.J[20,2]",1870.10622222222,275.942002450403,1394,1675,1851,2036,2496,1.23761289851197,22
"N.J[21,2]",151.39,40.7540294618103,83,122,148,177,241,1.05676556956153,70
"N.J[1,3]",396.001555555556,74.805616196103,270,343,389,441,562,1.12750466598293,35
"N.J[2,3]",80.9968,26.2588290300844,39,62,78,96.2490293293069,141,1.04372756978048,89
"N.J[3,3]",55.7379111111111,21.224034511702,23,40,53,68,105,1.02314008564092,160
"N.J[4,3]",23.3768,16.39680774474,2,11,20,32,64,1.00546477143305,770
"N.J[5,3]",358.672844444444,70.821703051969,237,309,353,402,515,1.14250121388605,32
"N.J[6,3]",1251.12,195.064023902515,918,1115,1235,1366,1689,1.21213628606079,24
"N.J[7,3]",491.405422222222,92.9864626278043,331,425,484,549,697,1.14061205408562,32
"N.J[8,3]",249.558933333333,54.9907486509573,157,211,245,284,371,1.08273434781841,51
"N.J[9,3]",3836.37866666667,541.072560312715,2882,3450,3806,4175,5043.52497527754,1.26972215412528,20
"N.J[10,3]",2482.17391111111,361.860256964321,1843.47493236402,2230,2459,2693,3321,1.25479782478356,21
"N.J[11,3]",3378.89782222222,477.709476585336,2543,3039,3348,3667,4458.5249720337,1.27821877266967,19
"N.J[12,3]",567.654666666667,100.629715756926,395,496,559,630,788,1.16054907526227,29
"N.J[13,3]",70.1832,29.2853049829037,23,49,67,87,138,1.0157717035592,240
"N.J[14,3]",4737.22226666667,660.288065208359,3556.47496494103,4270,4698,5143,6232.52497999395,1.28523521228961,19
"N.J[15,3]",2779.9772,398.050794399047,2083,2496,2756,3019,3670,1.25547279148062,21
"N.J[16,3]",3371.02511111111,477.425748696194,2533,3034,3342,3658,4440.52497192033,1.26255161519946,20
"N.J[17,3]",3213.18768888889,453.256463865749,2404,2898,3189,3490,4205.52497035127,1.27361687992614,20
"N.J[18,3]",1658.17173333333,245.759203015948,1226,1483,1640,1813,2196,1.22780701011572,23
"N.J[19,3]",3050.29648888889,430.485300960412,2285,2744,3023,3318,3991,1.26425124056797,20
"N.J[20,3]",2237.1948,323.281253947412,1674,2004,2217,2439,2934,1.25443380536947,21
"N.J[21,3]",372.160711111111,72.4511501443189,250,320,365,417,531,1.13173199962727,34
"N.J[1,4]",205.064844444444,50.2117470149029,121,170,200,235,316,1.07059493035681,58
