Years BR Data: 5
Number of Individuals in BR Data: 2500
Additional Years of Total Harvest Data in SS: 15
Years WSR Data: 3
Number of Individuals in WSR Data: 300


Average HR Bias (Realized - Estimated)
"","x"
"A_1",-0.00808249386384025
"A_2",-0.0293771202283156
"A_3",-0.0405102898805643
"A_4",-0.0291111151447173
"A_5",-0.0133028875539805
"J_1",-0.0515478211804593
"J_2",-0.0406805186501973
"J_3",-0.0218042205458433
"J_4",-0.0353293325222675
"J_5",-0.0249181524349043


Average Estimated HR
"","x"
"A_1",0.307189636720983
"A_2",0.280050974675755
"A_3",0.291641511600021
"A_4",0.299991476318532
"A_5",0.259316554979949
"J_1",0.134474650448752
"J_2",0.121249239029344
"J_3",0.126776596236451
"J_4",0.130806719456941
"J_5",0.111212568678559


Average Real HR
"","x"
"1",0.299107142857143
"2",0.250673854447439
"3",0.251131221719457
"4",0.270880361173815
"5",0.246013667425968
"6",0.0829268292682927
"7",0.0805687203791469
"8",0.104972375690608
"9",0.0954773869346734
"10",0.0862944162436548


Average WSR Bias (Realized - Estimated)
"","x"
"1",0.00221657159529665
"2",0.00438542440376888


Average Estimated WSR
"","x"
"1",0.985524176355717
"2",0.972606313244528


Average Real WSR
"","x"
"1",0.987740747951014
"2",0.976991737648296


Average Bias by Year (absolute value) - N.A
"","x"
"V1",66.003128
"V2",55.86112
"V3",44.643176
"V4",52.114792
"V5",58.43672
"V6",56.004248
"V7",50.83972
"V8",62.004712
"V9",61.840656
"V10",62.447848
"V11",55.740592
"V12",58.358416
"V13",59.288536
"V14",67.467368
"V15",51.106968


Bias by Year - N.A
"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",28.823,13.1,20.2904,24.5022,4.9392,15.9544,22.1338,0.551000000000002,6.6532,13.7422,17.297,5.8808,1.5892,4.7156,12.6544
"2",104.8004,143.4852,116.5132,90.028,70.6998,58.2578,100.9142,91.8504,116.725,99.3784,50.6234,79.719,93.3232,112.1862,76.6378
"3",-54.494,-18.6084,-12.8252,-13.5536,-30.9564,-30.3728,-3.56259999999997,-5.36939999999998,-34.4268,-82.4168,-44.013,32.7158,-24.7742,-90.7175999999999,-36.379
"4",-122.1474,-64.2816,-63.9166,-152.3772,-103.5066,-71.1912,-56.6654000000001,-81.2786000000001,-170.6374,-184.865,-93.0884000000001,-92.3348000000001,-34.8335999999999,-172.6606,-163.5624
"5",59.1276,58.3846,11.0476,47.9806,56.6324,73.5048,73.0672,68.7302,37.3292,41.166,25.3378,17.1444,15.8304,51.2648,14.374
"6",-6.176,-11.588,27.7946,-1.1158,4.6096,-4.146,-8.1286,1.1332,0.4846,2.3222,0.7578,-5.9524,2.1472,-0.024,0.112
"7",65.594,51.2818,38.9796,46.5678,9.00980000000001,16.5742,34.3624,39.608,27.3954,32.418,25.731,27.36,35.2986,11.3198,10.1186
"8",37.3128,5.55780000000004,17.2342,51.6908,57.6642000000001,39.8013999999999,34.996,92.7772,54.6934,50.45,65.0278,58.0804,96.8168,67.4458,13.298
"9",55.3066,86.7908,74.8144,5.59659999999997,67.1796000000001,69.7674,49.562,59.3462,98.357,63.7572,44.0096,12.1394,18.364,69.5074,66.0458
"10",101.3352,58.7436,36.1544,30.8562,28.0438,50.4968,91.0572,90.934,84.9358,56.121,29.939,29.0834,58.6234,41.9596,14.961
"11",28.6348,25.7414,10.7474,21.7282,24.5514,11.754,14.8066,35.115,10.73,13.2062,-0.741799999999998,26.5172,7.2428,10.828,12.351
"12",6.9966,0.938800000000001,16.0018,-2.7176,18.3504,6.0194,-13.234,5.5966,22.0574,5.076,-2.7352,12.7634,16.1274,3.4778,14.8014
"13",-8.74600000000001,2.3578,10.6918,-10.2716,18.3644,36.4604,25.4162,36.8124,2.60059999999999,0.325199999999995,9.5898,26.719,15.0362,8.80419999999999,-15.3916
"14",46.2094,44.1147999999999,24.5137999999999,-19.557,-33.9414,45.0752,64.9376,35.3778,-9.76480000000004,-65.814,35.801,11.9218,26.877,-25.7132,26.2534000000001
"15",16.926,21.0468,7.72179999999997,35.8234,57.4676,44.4338,7.42380000000003,-12.253,-1.50240000000002,9.0368,12.7236,23.449,12.4084,-1.4014,27.4762
"16",73.3616,62.0574,76.2334,51.1124,60.5442,42.3212,59.882,78.3238,56.8986,61.3648,52.2466,61.7972,53.6526,15.7638,19.3822
"17",32.0646,63.2712,28.541,-4.23580000000004,50.0352,73.7486,77.9778,113.1152,85.9304,-17.9342,19.3052,65.104,23.578,40.4072,24.1314
"18",-76.8826,-52.283,-1.0034,3.19600000000003,10.1058,25.94,-11.738,-7.255,4.88099999999997,3.5136,4.26679999999999,40.4714,74.114,12.5384,2.63400000000001
"19",41.5626,37.6736,15.1042,10.1256,13.2122,45.09,23.717,36.8406,20.4548,48.7004,49.3016,53.6806,8.75080000000003,31.7572,29.5214
