"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"WMD.HR.J.SS[14,11]",0.145760872286444,0.00761244702822917,0.132923469707137,0.140149941581672,0.145485205271788,0.150430576820605,0.163474497929846,1.39777483179419,12
"WMD.HR.J.SS[15,11]",0.152842063592031,0.00634059056142445,0.142510149361193,0.148569371793481,0.151931192089597,0.156259840219593,0.168542524610547,1.06462089438381,84
"WMD.HR.J.SS[16,11]",0.167731574646413,0.0144111888397038,0.148022449285376,0.156343948406703,0.164154408119519,0.176731940743513,0.196816737223118,1.97570748842821,8
"WMD.HR.J.SS[17,11]",0.168242812030239,0.0124254759866168,0.148890286177128,0.157690875069071,0.167836747944618,0.177798622672804,0.192324363578818,2.50209833849397,7
"WMD.HR.J.SS[18,11]",0.132339816219952,0.00659169724000549,0.118857848782166,0.12838387420079,0.132306975609329,0.136666629338577,0.145652172947454,1.13099979533332,32
"WMD.HR.J.SS[19,11]",0.134894780248265,0.00995291560867454,0.113803599453547,0.127650168572732,0.134442563531055,0.143254313911364,0.151324293709939,1.65857702577111,9
"WMD.HR.J.SS[20,11]",0.170253841475986,0.00971831559388553,0.153546622859312,0.162981423531527,0.169574697296449,0.176637733754514,0.190408728413656,1.50213762303816,11
"WMD.HR.J.SS[21,11]",0.167283685576556,0.0101352045014162,0.149015252315672,0.160283615645862,0.16719139363525,0.172810224089114,0.188828100921102,2.0192165129483,8
"WMD.HR.J.SS[22,11]",0.159560088428088,0.00943627134845367,0.145323507106899,0.152389914548132,0.157450517350882,0.165543761026494,0.179393095348106,1.77650237163183,9
"WMD.HR.J.SS[23,11]",0.133078174334506,0.00877903682240505,0.115830129553759,0.125967422131379,0.133017383384022,0.139641962371251,0.149864999725383,1.23218527225548,19
"WMD.HR.J.SS[24,11]",0.138567629804504,0.00744122959409136,0.126454267927955,0.132681310206203,0.138121382581886,0.14365569606057,0.153999049292988,1.20888992896507,20
"WMD.HR.J.SS[25,11]",0.183651245904116,0.0151441282695725,0.160196367838445,0.171607543789782,0.181446040016408,0.19500215756442,0.213881253871874,1.46001606157261,12
"WMD.HR.J.SS[1,12]",0.159939985846277,0.0088954199284217,0.14398543946681,0.154390361577743,0.159370290658606,0.164411457161343,0.182358545698835,1.38633648414693,13
"WMD.HR.J.SS[2,12]",0.152155307190998,0.00738544312334882,0.139664678373024,0.146331309288624,0.151681073838192,0.15757783654964,0.16703152153437,1.36760700716498,13
"WMD.HR.J.SS[3,12]",0.157610577131503,0.00979409215781047,0.140374816881309,0.150629281433484,0.157236019376988,0.163621431838399,0.179457845875285,1.29859766330551,16
"WMD.HR.J.SS[4,12]",0.161625255032681,0.00899578081730856,0.145314918744714,0.155541530820193,0.160812558287323,0.167682203783834,0.179764090947375,1.22608404896393,20
"WMD.HR.J.SS[5,12]",0.166895873540885,0.0102426783488676,0.149980832273588,0.158629931938208,0.166415555069351,0.173810669799453,0.188440343778986,1.45566009289454,11
"WMD.HR.J.SS[6,12]",0.150957586831711,0.00832125814261249,0.135499293715201,0.144809018701058,0.150872517714246,0.156158459683817,0.169388197591411,1.71373850109545,9
"WMD.HR.J.SS[7,12]",0.14402727146244,0.00944478670181979,0.124878468495191,0.138278932540276,0.144473763608493,0.148866989644118,0.166355123937242,1.68649791083702,9
"WMD.HR.J.SS[8,12]",0.152327905828285,0.00735422467900536,0.139305784450982,0.146884314502894,0.151777142151533,0.157655415574709,0.167318097545808,1.10488005266633,38
"WMD.HR.J.SS[9,12]",0.162360209033811,0.00796670777086772,0.146974580960644,0.156218055165786,0.162273443933601,0.16894769949757,0.176149575456797,1.34256654469767,14
"WMD.HR.J.SS[10,12]",0.163226104217407,0.00901840420065468,0.148498206962481,0.156525008451742,0.162803753134157,0.16811439890833,0.183118507484657,1.66384417936509,9
"WMD.HR.J.SS[11,12]",0.161615873216277,0.0128803790016451,0.139088247529385,0.149830008314656,0.164046940145235,0.170998031285039,0.183855213433764,2.18451989323853,7
"WMD.HR.J.SS[12,12]",0.15197350969868,0.0147683839185482,0.121057635765212,0.144002979566342,0.153344575209382,0.162026979574821,0.175652888365435,3.0598847525979,6
"WMD.HR.J.SS[13,12]",0.147150594748871,0.00940108097050259,0.126415344707753,0.140770994535232,0.148210868109152,0.153907406736629,0.163946063485022,2.03353595912906,8
"WMD.HR.J.SS[14,12]",0.144286338208923,0.0075939466465507,0.131603689838398,0.13877158639456,0.143995448981762,0.149132868190415,0.162222008656087,1.43714345447906,12
"WMD.HR.J.SS[15,12]",0.151296003980369,0.00618323435366011,0.141606691521744,0.146914605131439,0.150410105786801,0.154439882258647,0.166808265931998,1.05796248911454,99
"WMD.HR.J.SS[16,12]",0.166040892875165,0.0140921631939977,0.147031339322472,0.154773865164487,0.162144818067749,0.175287774528166,0.194465874871502,1.98249669758269,8
"WMD.HR.J.SS[17,12]",0.166557714206176,0.0122496123982978,0.147210648744528,0.156085756598186,0.166062644430903,0.175952091429329,0.190451047232528,2.51535625417075,7
"WMD.HR.J.SS[18,12]",0.130988198472546,0.00653611047582283,0.117943309970583,0.126981397694001,0.130982485165573,0.13532131001461,0.144256954688951,1.12349683730828,34
"WMD.HR.J.SS[19,12]",0.133517181850765,0.00980179764302314,0.111362307146611,0.126483506453052,0.133206628789174,0.141829225811709,0.149581019751737,1.65648105618996,9
"WMD.HR.J.SS[20,12]",0.168545218989168,0.00943968679471125,0.152249259269488,0.16125001698031,0.168098201790857,0.174978921819929,0.187371294840367,1.51375433004098,11
"WMD.HR.J.SS[21,12]",0.165600316672548,0.00983810496067906,0.147393568367795,0.159129234262803,0.165506671479455,0.171152594194145,0.18629958729712,2.04134072770824,8
"WMD.HR.J.SS[22,12]",0.157945035927719,0.00912050484966393,0.144282734677631,0.150840242941525,0.156139970142036,0.163643021648233,0.177281928137071,1.75462779096311,9
"WMD.HR.J.SS[23,12]",0.131706197148998,0.00846910867053634,0.114976832788673,0.125161167940422,0.131551930052876,0.137887318007638,0.147759343671055,1.20943300217948,21
"WMD.HR.J.SS[24,12]",0.137154824340755,0.00730419739262809,0.125450111723052,0.131066164384116,0.136784918476295,0.14230657801661,0.152122733583711,1.20297260156661,21
"WMD.HR.J.SS[25,12]",0.181821438468687,0.0148528584111891,0.159101389513488,0.170153412044969,0.179339588691903,0.192902930243218,0.212793189488252,1.46115307725112,12
"WMD.HR.J.SS[1,13]",0.160903254939436,0.00901514725392081,0.144917474245792,0.155231590621479,0.160308814842145,0.165620622178597,0.183581063712845,1.43914113342293,12
"WMD.HR.J.SS[2,13]",0.153085866108873,0.00771337463408966,0.139933512768089,0.147024096388872,0.15253002389003,0.158966107994183,0.168338311975358,1.40914505089785,12
"WMD.HR.J.SS[3,13]",0.158553877472756,0.00977872167623905,0.140841946478187,0.15182898496941,0.158014362442477,0.164408496367722,0.180374151272687,1.33232235704166,15
"WMD.HR.J.SS[4,13]",0.16258107974087,0.008787137458967,0.146927509530483,0.156398776944302,0.161755851880915,0.168736186914467,0.180519816074274,1.25873187680928,17
"WMD.HR.J.SS[5,13]",0.167883454830582,0.0101370916057807,0.151344607406426,0.159793856686706,0.167346770934131,0.174878831269627,0.189225526264883,1.44341126432955,12
"WMD.HR.J.SS[6,13]",0.151872081215444,0.00844839192205461,0.136510240593931,0.145814829466028,0.151680018156496,0.157057349762112,0.171149548017962,1.7108415905799,9
"WMD.HR.J.SS[7,13]",0.144898487991032,0.0094912724817723,0.126119602165126,0.139176207920499,0.145041035097099,0.149579421166666,0.168324409649608,1.62026580016559,10
"WMD.HR.J.SS[8,13]",0.153240723233206,0.00726786044519872,0.140138067014494,0.14811529805742,0.152764345973892,0.158081167598979,0.168757182402098,1.11905542706263,35
"WMD.HR.J.SS[9,13]",0.163337128934755,0.00811418083409509,0.147469615863843,0.157194550395559,0.163085931234259,0.17004095636384,0.177816260808028,1.3770446027594,13
"WMD.HR.J.SS[10,13]",0.164202670878981,0.00905755805897514,0.149343568205359,0.157471758897274,0.163449823329089,0.169423972060841,0.184272595886341,1.70203567981341,9
"WMD.HR.J.SS[11,13]",0.162580053417636,0.0128926212116142,0.140072131604003,0.150837459903556,0.164907002819779,0.171993244837804,0.185305813953934,2.19852219770773,7
"WMD.HR.J.SS[12,13]",0.152905286374424,0.0150103069012006,0.121518714615273,0.144755887257219,0.154484884627467,0.162883387353987,0.177157269863781,3.02526928121963,6
"WMD.HR.J.SS[13,13]",0.148044390087975,0.00951225630178526,0.127486695978527,0.14169468421744,0.149090227207223,0.154994096615051,0.164485697714757,2.03493810708963,8
"WMD.HR.J.SS[14,13]",0.145169169105725,0.00781762172597091,0.13206336303031,0.139490253277034,0.144738505543545,0.150109492322099,0.163400365027058,1.44865637086487,12
"WMD.HR.J.SS[15,13]",0.152212661287438,0.00632181453766221,0.14192885187487,0.147592295546355,0.151478352769085,0.155547430636811,0.16777755394706,1.05048879591299,120
"WMD.HR.J.SS[16,13]",0.167029458598958,0.0141150514494825,0.147758015067518,0.155871807236854,0.163263708362008,0.175720170681441,0.195317162837565,2.00576192859832,8
"WMD.HR.J.SS[17,13]",0.167558906715393,0.0124056679435829,0.14768176204545,0.157253541581142,0.167151387931545,0.176913783526518,0.19150176372248,2.52930593953541,6
"WMD.HR.J.SS[18,13]",0.131799030181751,0.00681520723078822,0.118363556597489,0.127355700833326,0.131726962057879,0.136408229590341,0.14573930966967,1.11685029962737,35
