"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"N.A[1,1]",107.7568,16.8264769401959,80,96,106,118,146,1.12232847577915,38
"N.A[2,1]",35.5596,22.9760831946797,18,23,28,34,107,2.66836654492041,8
"N.A[3,1]",13.6643111111111,3.33721559807088,8,11,13,16,21,1.034332918463,110
"N.A[4,1]",12.4096888888889,4.38587998906339,6,9,11,15,23,1.39282917644976,15
"N.A[5,1]",72.5804888888889,12.7263387321461,52,63,71,81,101,1.13748865838237,35
"N.A[6,1]",307.5,43.3543931406698,235,275,303,337,398,1.1210420111811,38
"N.A[7,1]",284.020577777778,34.9074153218248,222,260,282,305,363,1.06492096361909,74
"N.A[8,1]",72.4697777777778,15.8724000593238,50,61,69,80,111,1.63036172240737,11
"N.A[9,1]",858.605066666667,141.803371033184,648,759,830,932,1195,1.83737096501934,10
"N.A[10,1]",1003.47413333333,139.531818286713,773,905,984,1091,1329,1.41943867865499,14
"N.A[11,1]",1050.85826666667,169.903496819764,807,926,1009,1166,1434,1.56794907478487,12
"N.A[12,1]",160.705333333333,22.5576882279863,124,144,158,174,212,1.06603753829465,70
"N.A[13,1]",56.5357777777778,9.25178131640104,41,50,56,62,77,1.08849482954996,50
"N.A[14,1]",684.771866666667,84.9845602623292,540,625,676,735,872,1.10401341538239,47
"N.A[15,1]",766.773866666667,88.0389389325651,612,705,758,827,945,1.15178388560976,31
"N.A[16,1]",1168.55502222222,142.627010274515,920,1067,1154,1261,1472,1.16305844845806,32
"N.A[17,1]",1272.5812,158.220127706294,977,1155,1273,1387,1580,1.28232940318886,19
"N.A[18,1]",661.991422222222,86.2403944409971,515,600,654,719,846,1.18280119672998,26
"N.A[19,1]",2009.584,535.77221279628,1321,1620,1840,2304,3275.52496193319,1.73118815864942,10
"N.A[20,1]",560.555244444444,64.0354189721208,445,517,557,599,697,1.10579273054825,51
"N.A[21,1]",86.9388,13.5312573490262,63,77,86,96,115,1.16789920083085,28
"N.A[1,2]",77.7558222222222,15.0299795040487,53,67,76,86,113,1.12032025636098,38
"N.A[2,2]",11.8813333333333,12.8695865188818,2,5,7,11,51,2.36150343937683,8
"N.A[3,2]",13.6337777777778,4.73865796176356,6,10,13,17,24,1.09670212365527,43
"N.A[4,2]",21.2858222222222,8.70497342864356,9,15,19,26,43,1.35901425876353,15
"N.A[5,2]",79.3654222222222,20.6589128348661,47,64,77,91,130,1.07880845374455,82
"N.A[6,2]",377.187377777778,57.901733087086,284,334,369,415,502,1.12649304662765,36
"N.A[7,2]",198.942266666667,29.0871243490639,149,179,196,216,265,1.11536970232074,38
"N.A[8,2]",74.4450222222222,15.5728617316028,54,64,70,80,115,1.90086858338701,9
"N.A[9,2]",1084.86626666667,179.986795792612,820,957,1049,1176,1508,1.83800000944345,10
"N.A[10,2]",671.815688888889,104.315430704912,500,599.749843597916,657,734,921,1.40622512940903,15
"N.A[11,2]",667.017022222222,110.932731278686,509,584,638,744,911,1.53030134763174,12
"N.A[12,2]",108.990311111111,19.6446925846471,78,95,106,121,153,1.08289938955474,52
"N.A[13,2]",59.4568888888889,12.9712355878089,38,50,58,67,90,1.16289887345683,30
"N.A[14,2]",848.806755555556,121.747679379315,640,765,836,918,1119,1.109864566213,44
"N.A[15,2]",898.994533333333,109.109459657475,709,822,887,975,1121,1.16921144935375,28
"N.A[16,2]",886.065866666667,129.770727537681,664,795,871,965,1175,1.19338739665642,27
"N.A[17,2]",1075.19431111111,146.759282690909,812,964,1070,1183,1363,1.28250244576935,19
"N.A[18,2]",775.395288888889,99.7672980967638,609,703,766,838,991,1.14149307164522,32
"N.A[19,2]",1695.7052,451.889783315842,1077,1368,1558,1971,2730.52495433515,1.67281075084451,11
"N.A[20,2]",477.208355555556,61.5941985271152,368,434,473,514,612,1.10789470742752,49
"N.A[21,2]",61.9095111111111,10.9361650079547,43,54,61,69,86,1.11784102919613,40
"N.A[1,3]",68.1953333333333,12.3884354376394,48,59,67,75,97,1.09281349978427,48
"N.A[2,3]",26.4916,16.6981359440627,14,18,21,27,78,2.32519373166363,8
"N.A[3,3]",7.54373333333333,2.63225205776258,4,6,7,9,14,1.02424273239315,150
"N.A[4,3]",13.6406666666667,4.7835211209332,8,10,13,16,26,1.25241998643837,20
"N.A[5,3]",68.6740444444444,14.4849335598611,46,58,67,77,102,1.07989790258083,66
"N.A[6,3]",334.895022222222,53.7022962385575,247.474496228569,295,329,370,450,1.10975703811947,41
"N.A[7,3]",198.619422222222,28.6397876698574,148,179,196,216,263,1.08267295682025,53
"N.A[8,3]",96.2850222222222,23.5542644932125,64,80,91,107,157,1.6683927575587,11
"N.A[9,3]",1160.40955555556,193.331937947124,875,1023,1123,1260,1619,1.81822851495125,10
"N.A[10,3]",658.460177777778,97.9526057806116,497,589,646,718,882.524858709701,1.38604306728559,15
"N.A[11,3]",836.9296,136.350250601121,639,736,804,927,1145,1.52697322180215,12
"N.A[12,3]",104.550711111111,17.5115755924182,76,92,102,115,145,1.06447093679425,66
"N.A[13,3]",27.2935555555556,6.89623286402163,17,22,26,31,43,1.07284346023617,58
"N.A[14,3]",660.257288888889,94.3137955377687,501,595,649,714,874,1.10993608271219,45
"N.A[15,3]",966.694133333333,114.605530883269,767,885,957,1044,1203,1.15741248629123,30
"N.A[16,3]",851.101111111111,106.01228096068,670,776,839,919,1082,1.15883036391266,32
"N.A[17,3]",870.422133333333,113.66497130765,664,785,868,951,1094,1.25658489264337,20
"N.A[18,3]",670.677733333333,88.7129468770781,522,607,661,727,862,1.15130239040711,31
"N.A[19,3]",1533.34351111111,412.682190585392,987,1235,1406,1771,2509,1.68034194693824,11
"N.A[20,3]",584.086844444444,70.4166188737255,459,535,580,628,735,1.09530416060475,56
"N.A[21,3]",53.7883111111111,10.7562827603035,36,46,53,60,78,1.07402528262397,57
"N.A[1,4]",79.8395555555555,15.7143243012988,55,69,78,89,116,1.1036434914434,44
"N.A[2,4]",22.3264444444444,22.0210931145547,5,11,15,22,90.5236221001763,2.15113881034664,8
"N.A[3,4]",11.1858222222222,3.85611748859148,5,8,11,13,20,1.03137531225061,120
"N.A[4,4]",9.8384,3.76502381756874,5,7,9,12,20,1.1993169144969,24
"N.A[5,4]",75.9188,16.0080853271031,51,64,74,85,113,1.08550119418023,61
"N.A[6,4]",466.241555555556,69.6478803929847,352,415,458,512,616,1.11952535654073,38
"N.A[7,4]",143.644888888889,23.4195181049677,104,127,141,158,197,1.06688903565905,65
"N.A[8,4]",86.5205333333333,23.495578360196,55,70,81,97,147,1.67341562432323,11
"N.A[9,4]",1345.98591111111,237.528372879419,996,1178,1297,1469,1911,1.81454182185725,10
"N.A[10,4]",810.484533333333,117.958541084949,617,727,796,883,1081,1.39262837541303,15
"N.A[11,4]",831.518711111111,146.719459547416,620,723,795,928,1159.52489246364,1.53085456584838,12
"N.A[12,4]",114.4712,21.6366956649519,80,99,112,127,165,1.06993284597123,63
"N.A[13,4]",26.4353333333333,6.0718943699685,17,22,26,30,41,1.04161208753636,96
"N.A[14,4]",1286.87155555556,150.643227996585,1031,1181,1271,1375,1617,1.10461424139573,46
"N.A[15,4]",929.294844444444,115.521541084752,726,848,918,1009,1164,1.16063656181129,29
"N.A[16,4]",1098.1604,140.936847529727,854,999,1082,1186,1404,1.16260601860004,32
"N.A[17,4]",1067.56226666667,148.575553314271,798,956,1065,1176,1359,1.26895086060038,19
"N.A[18,4]",496.091244444444,78.7938035179666,364,439,488,547,668,1.15669696219484,30
"N.A[19,4]",1926.90777777778,521.126007963315,1238,1549,1766,2223,3185.52496085769,1.6877931161529,11
"N.A[20,4]",658.173555555556,83.8895503285149,507,599,654,710,838,1.10493246884872,52
"N.A[21,4]",95.4932888888889,17.6974714918631,66,83,94,107,134,1.11961181765228,38
