"Trial","WMD","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17"
3,13,-0.827639234,-0.242585428,-0.290746509,-0.12756939,-0.260739317,-0.422210232,-0.420219874,0.140628276,-0.283953263,-0.709456658,-0.368170222,-0.617633553,NA,NA,NA,NA,NA
3,14,-0.422059931,-0.482511692,-0.438941774,-0.465662062,-0.529833552,0.103598709,-0.501632089,-0.781220402,-0.354957033,-0.539401254,-0.255621282,-0.60704584,NA,NA,NA,NA,NA
3,15,0.090241974,-0.031325282,-0.631366584,-0.754644667,-0.494924003,-0.150140728,-0.24570634,-0.503538661,-0.56636715,-0.79982071,-0.615800463,-0.295427403,NA,NA,NA,NA,NA
3,16,-0.076098154,-0.393716916,-0.227775337,-0.286811688,-0.207013844,-0.298154667,-0.628515869,-0.357866656,0.240340303,-0.41109426,-0.328287668,-0.139900831,NA,NA,NA,NA,NA
3,17,0.114631691,-0.553206396,-0.780045651,-0.750115134,-0.112410002,-0.354533093,-0.588497242,-0.467051102,0.062752469,-0.121557088,-0.213069037,-0.312678637,NA,NA,NA,NA,NA
3,18,0.042218587,0.389878407,0.294716435,1.025078216,-0.230091829,-0.204765859,0.638454439,0.681365788,0.231089714,-1.724133162,-0.876890548,0.088875561,NA,NA,NA,NA,NA
3,19,0.146999038,-0.189014745,-0.137692141,-0.141014892,-0.258195911,-0.688792291,-0.151538853,-0.027161678,0.03852039,-0.411948753,-0.516759182,-0.288032022,NA,NA,NA,NA,NA
3,20,0.070305112,-0.406822647,0.19532057,-0.232653245,-0.035811689,-0.057459586,-0.263867088,-0.195806161,0.204188388,-0.464645353,-0.084814051,-0.180539532,NA,NA,NA,NA,NA
3,21,0.412596154,0.183695734,0.18356767,0.066194072,-0.460268709,-0.065671075,0.122360055,0.005030647,-0.279282975,-0.57348004,-0.448645274,0.127567163,NA,NA,NA,NA,NA
3,22,-0.209982251,-0.295585416,-0.640861848,-0.564136064,-0.322481495,-0.122943578,-0.142751628,-0.343529634,-0.08345607,-0.351838515,-0.629479243,-0.459788624,NA,NA,NA,NA,NA
3,23,0.474759825,-0.427478046,-0.359010944,0.182963108,0.174155552,0.284607389,0.719056719,0.559317086,0.158385725,1.056932914,0.389425249,-1.037722421,NA,NA,NA,NA,NA
3,24,0.288211394,-0.212280584,0.557185682,0.332647121,-0.089402008,0.14183275,0.010526054,0.442472983,-0.069365963,0.548919611,0.772679349,0.164729371,NA,NA,NA,NA,NA
3,25,0.534328353,-0.021530331,0.024234547,-0.442193392,0.047454635,0.566306601,0.238313583,0.15269643,-0.124676204,0.40931068,-0.360888844,-0.352433525,NA,NA,NA,NA,NA
4,1,-0.042143535,0.166084608,0.003693142,0.275897295,0.417168305,-0.17903754,-0.354631845,0.140885589,0.286313502,-0.267956616,-0.208045258,-0.135739005,NA,NA,NA,NA,NA
4,2,-0.410971491,0.458506002,0.920362614,-0.031626617,-0.126495728,0.319788821,-0.020853456,0.15472686,1.073784832,0.115735965,-0.123284617,1.241627028,NA,NA,NA,NA,NA
4,3,-0.213739178,0.356381672,0.495648223,0.315974659,0.305789987,0.014141861,0.520024785,0.25913953,0.31464951,-0.051752864,0.130072354,0.130531108,NA,NA,NA,NA,NA
4,4,0.075834293,0.169552117,0.082248638,-0.359477508,0.529278529,0.304556948,-0.145029959,0.152508725,0.320681893,0.348307472,0.12202493,0.175785351,NA,NA,NA,NA,NA
4,5,0.104945826,-0.585635495,-0.057211705,-0.053177939,0.119475784,0.170641783,0.134914362,0.047448499,0.167941089,0.071679996,0.152348116,0.055132313,NA,NA,NA,NA,NA
4,6,0.256878851,0.123170144,0.12484746,-0.361726385,-0.172546625,0.33138437,0.067569161,0.241284257,0.31849056,0.028984264,0.046252789,0.188589777,NA,NA,NA,NA,NA
4,7,0.067970769,0.153840447,0.13486472,0.112966997,0.102849936,-0.00211728,-0.022244047,0.361921841,0.180396707,0.7346918,0.275696681,0.697854825,NA,NA,NA,NA,NA
4,8,-0.355015546,0.094738829,-0.090159231,-0.2407166,0.145699968,-0.774011386,-0.200543626,0.383221166,0.380934711,0.024418429,-0.184701857,0.281425093,NA,NA,NA,NA,NA
4,9,-0.004633989,0.18318513,-0.106098015,-0.073341799,-0.1539996,-0.075039123,-0.096550087,0.186988807,0.150803381,-0.293384254,0.041926558,0.222151047,NA,NA,NA,NA,NA
4,10,-0.121671652,-0.274359786,0.028238751,-0.091676849,-0.146809969,-0.07277731,-0.013103558,-0.063923439,0.237345854,0.02274708,-0.242266539,0.017438093,NA,NA,NA,NA,NA
4,11,0.103372848,-0.065440662,-0.110094079,0.012577438,0.108174859,-0.025348358,-0.083003169,-0.011411993,0.148488096,-0.128893431,-0.029643038,-0.103886671,NA,NA,NA,NA,NA
4,12,0.003483116,-0.085619587,-0.115216575,0.01831213,0.095703947,-0.123878091,-0.164428674,-0.087562504,0.035890318,0.032075818,-0.09235732,-0.085842595,NA,NA,NA,NA,NA
4,13,0.258211175,0.418071799,-0.490463352,0.289380057,-0.344647808,-0.810093978,-0.166292909,0.097591167,-0.158643923,-0.200912782,-0.366022627,-0.485026049,NA,NA,NA,NA,NA
4,14,0.034904052,0.028575222,-0.34083533,0.008436558,-0.081919059,-0.200342676,-0.302626137,-0.094097171,0.168024651,0.050526021,-0.025006714,-0.010185795,NA,NA,NA,NA,NA
4,15,0.442187891,0.130128579,0.632515617,0.556438214,0.191231779,0.707012734,0.064555832,0.160045195,0.555042822,0.17996459,0.662524456,-0.12261337,NA,NA,NA,NA,NA
4,16,-0.28561212,-0.297277713,-0.150432664,0.046945261,0.184462222,0.129892681,-0.125255195,-0.098679451,-0.074067654,0.162200068,0.064167886,-0.271616746,NA,NA,NA,NA,NA
4,17,0.476732474,-0.091940316,0.214182805,0.09465327,-0.298816234,0.10284776,0.04765354,-0.091628675,0.161410113,0.190678632,0.217879924,-0.180290914,NA,NA,NA,NA,NA
4,18,0.022113051,0.148340299,0.125005814,-0.235671811,0.16613223,0.208323806,0.455763871,0.742897505,0.390328928,-0.24064241,-0.213761064,0.165426636,NA,NA,NA,NA,NA
4,19,0.050715105,-0.204170866,0.102604255,-0.091181502,1.079550716,0.465460698,0.816991961,0.326070978,1.081134428,-0.856130558,0.316308502,1.16783648,NA,NA,NA,NA,NA
4,20,-0.334994039,0.105881039,-0.02109562,-0.11364507,0.274606131,0.428728992,0.741678981,0.096225052,0.023659335,0.716980269,0.52417237,0.709248741,NA,NA,NA,NA,NA
4,21,-0.102718545,0.386771197,0.133977339,0.482831821,0.206358391,0.886337157,0.656389949,-0.730324011,-0.187036718,0.277333692,-0.432824779,0.318146845,NA,NA,NA,NA,NA
4,22,0.068136623,-0.116157218,0.115142542,0.310190469,0.040671579,0.092228202,0.216644828,0.452189401,0.732916231,0.089539205,0.018503866,0.437078247,NA,NA,NA,NA,NA
4,23,0.132737599,-0.064640878,0.020539587,0.073222564,0.29365687,0.895135923,0.190955613,0.345339365,0.971112701,0.971430943,-0.338641923,-0.488153999,NA,NA,NA,NA,NA
4,24,0.478622405,0.806170445,0.389916092,-0.084225558,0.227168793,1.265119668,0.484628117,-1.215328823,1.087844676,1.207629127,0.851242352,-1.208802193,NA,NA,NA,NA,NA
4,25,0.385547702,-0.077049062,0.067325834,0.178121481,0.213380244,0.303430339,0.077334485,0.170504827,0.23692204,-0.141414895,-0.318039365,-0.294719808,NA,NA,NA,NA,NA
5,1,-0.373720754,-0.483303524,0.059457139,-0.554468478,-0.43186195,-0.208088849,0.059704077,-0.181349751,-0.590000158,-0.556811289,-0.529798299,-0.089226493,-0.332942101,-0.882838013,0.020598837,-0.187616212,NA
5,2,-0.293355989,-0.776715446,0.160227709,0.226594805,0.298319538,0.414593906,-0.363708816,0.06536459,0.366314773,-0.39692013,0.17551952,0.226117397,0.905083536,-0.208102627,-0.935249303,-0.069344259,NA
5,3,-0.409014567,-0.065198295,0.016632483,0.124931172,0.05971165,-0.281329306,-0.468435974,-0.437864882,-0.408565392,0.373307696,0.345286613,-1.062234155,-0.830004394,0.031441463,0.457057143,-0.798491217,NA
5,4,-0.316142257,-0.162256694,-0.402275436,-0.780220158,-0.259081737,-0.20122933,-0.358382113,-0.442138926,-0.181896088,-0.341050924,-0.315119044,-0.082037252,-0.127915852,-0.436487772,-0.240801454,0.166062691,NA
5,5,0.053972512,-0.30725255,-0.446983026,-0.21744455,0.151209422,-0.022405378,-0.4861856,-0.453175662,-0.293928904,-0.57748454,-0.55813133,-0.039002697,-0.105823978,0.037515654,0.251465861,0.447222148,NA
5,6,-0.097310585,0.01902514,0.331990204,-0.17720638,-0.306688781,-0.048980573,-0.151248779,-0.157173919,0.307498439,-0.332092371,-0.220517435,0.036854063,0.351699308,0.006189407,-0.60359541,-0.078794013,NA
5,7,0.669695646,0.129598847,-0.640426724,0.722758886,0.470487845,-0.151858121,-0.211966283,0.902248155,-0.059188737,-0.076068365,-0.673553297,0.019720021,0.067773975,0.653068586,0.492320619,-0.966019956,NA
5,8,0.308954572,0.31925212,0.441673604,-0.381205513,-0.805024798,0.084201785,0.694281677,-0.161475091,-0.761177754,-0.517757105,-0.752447278,-0.124712653,0.272605148,0.226390229,0.618324766,0.360715218,NA
5,9,-0.169459775,-1.004472391,0.273410528,-0.303164542,-0.328513357,-0.458077058,-0.629379051,-0.203811192,-0.3743572,-0.902683063,-0.233422742,-0.55122286,-0.262605684,-0.297156674,-0.265470529,-0.050743348,NA
5,10,-0.190646597,-0.158070178,0.106063802,-0.15889743,-0.765043904,0.20332675,0.135486188,-1.192858214,-0.061247589,0.256974029,-0.282803343,-0.03801666,0.007897689,-0.635640242,0.059049623,0.437625481,NA
5,11,-0.39943723,-0.339101416,-0.125297803,0.044992412,0.292361128,-0.034894909,0.160787521,-0.269403351,0.042423934,0.396689142,-0.122971369,-0.14542605,0.455124676,-0.616085991,-0.25573096,0.736084599,NA
5,12,-0.797523567,-0.270866972,-0.032396361,-0.620436261,-0.163304734,-0.153302772,-0.178019114,-0.533938701,-0.068509583,-0.349389207,-0.522313221,-0.337784623,0.073648456,-0.328151763,-0.491092802,0.066651309,NA
5,13,-0.517656458,-0.660097974,-0.644930131,-0.137339372,-0.356429448,-0.378824186,-0.608448711,-0.648434039,-0.269493526,-0.352111435,-0.80948941,-0.410291303,-0.499664067,-0.559474796,-0.299110019,-0.081537321,NA
5,14,-0.22660449,-0.265568208,-0.036975478,-0.642455655,-0.642428702,-0.039976728,-0.279792589,-0.309915036,-0.240598973,-0.219113153,-0.329067933,-0.036108121,-0.401138419,-0.369891833,-0.327912845,-0.592231417,NA
5,15,0.39505217,0.582669145,0.187561395,-0.803428034,0.170557459,0.187019601,-0.141063319,-0.992844716,-0.514754546,0.567622517,0.17380439,0.58221237,0.825478867,-0.165800817,0.563668354,-0.245520648,NA
5,16,-0.641167437,-0.401968642,-0.378329461,0.173188754,-0.297328197,-0.307219075,0.048193005,-0.255602448,-0.378572145,-0.287641689,-0.388227436,-0.06851585,-0.093250464,0.101108203,0.114010289,-0.754145003,NA
5,17,-1.061280574,-0.286249098,-0.287487781,-0.162916393,-0.152347217,-0.313079129,-0.638576042,-0.396735346,-0.304280458,-0.682148961,-0.486314394,-0.319601792,-0.412372409,-0.413624931,-0.475859309,-0.178706792,NA
5,18,-0.644453527,-1.016830368,-0.419895706,-0.405167773,-0.418750751,-0.719473348,-0.53892799,-0.471435315,-0.535677152,-0.604468289,-0.59861879,-0.386416867,-0.496478012,-0.586620965,-0.35033995,-0.260663364,NA
5,19,-1.041697505,-0.419381001,-0.323813026,-0.315880055,0.238462913,0.161052931,0.187284419,-0.361569724,-0.298705554,-0.344759839,-0.450287705,0.028275112,0.146481724,0.062588283,0.351388429,0.389006628,NA
5,20,-0.214506004,-0.53321344,0.048183212,0.208954983,1.081246858,1.132277813,0.949601154,1.295885094,-3.443568733,-369.4906509,-1.618804457,-418.9718163,-2.718600176,1.376452222,-0.126299674,1.300659955,NA
5,21,-0.0855514,0.019376273,-0.03287814,-0.323014637,-0.194210394,0.496938446,0.09753807,0.589310432,-1.072130484,-0.632910972,-0.335411456,-0.938003222,-0.408934596,0.520355533,0.368512342,-0.343166637,NA
5,22,-0.458355694,-0.52265141,-0.158606909,0.03834049,-0.061337309,-0.241768556,-0.330088353,-0.286277038,-0.239331506,-0.143697771,-0.552501241,-0.265685807,0.05833833,0.107613139,0.112436837,-0.028882713,NA
5,23,-0.603232342,-0.439700037,-0.195036642,-0.366019563,-0.480790659,-0.426508704,-0.479409821,-0.488251559,-0.396610405,-0.56109789,-0.471676117,-0.356827571,-0.196254862,-0.554710993,-0.398422149,-0.132221592,NA
5,24,-0.409633831,-0.336098726,0.060623185,-0.201458908,-0.499258637,-0.094528005,-0.193661435,-0.328062621,-0.310478799,-0.350226212,0.215611765,0.281259678,-0.919272171,-0.201682498,0.04532872,0.107312137,NA
5,25,0.541239443,0.839927903,1.000254112,0.422948671,0.047467213,-0.384763643,-2.855382744,0.701320771,-0.376375779,-0.630947782,0.990539719,0.886520687,-0.972720674,-193.9233997,-0.072246663,-3.709433068,NA
6,1,-0.039469684,-0.440102228,0.128762682,0.299111777,-0.040972562,-0.131600898,0.103147335,0.483502499,0.490195928,-0.423785917,-0.939817288,0.51614708,0.095893011,-0.198744247,0.382808835,-0.047322915,NA
6,2,0.40227495,0.278358124,0.12243752,-0.371963196,0.597617092,0.741670682,0.293211793,-0.004887679,0.551117124,0.737112566,0.926814141,-0.368739033,-0.150344611,-0.650314766,0.038361846,-0.942503195,NA
6,3,0.298719818,0.134906077,0.215941127,0.42880202,0.204374342,-0.126449977,0.227797261,0.172206032,0.091399063,0.417066768,0.362469141,-1.043240162,-0.120990278,0.407242511,0.612494671,0.242120724,NA
6,4,-0.063080134,0.301136652,-0.162883643,-0.467601853,-0.246979875,-0.095665651,-0.208094897,0.37981748,0.234021068,-0.160990578,-0.605758699,-0.077733141,-0.204586945,0.214334851,-0.045089569,0.316496264,NA
6,5,-0.243772542,0.38799009,0.221796358,0.03488714,-0.211014326,0.043040995,-0.462116701,0.220905244,0.827773685,0.106581694,-1.815165497,0.190192415,0.160955083,0.339913226,0.44378767,0.274645205,NA
6,6,-0.110628476,0.069501175,0.109812289,-0.069153611,-0.042955581,0.087950372,0.197260016,-0.385932364,-0.354088965,-0.095738594,-0.269490492,0.048724982,0.058448208,0.16352045,-0.362319018,-0.025337996,NA
