"","Trial","WMD","Age","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"60",2,10,"A",158.2972,121.572,80.383,96.3928,96.1646,57.464,81.334,43.0218,47.62,43.2674,19.6962,33.7464,15.5136,14.4134,22.235,11.875,13.573,NA
"61",2,11,"A",-254.0804,-267.0008,-280.978,-348.9894,-413.1626,-451.8108,-458.8588,-541.9468,-561.06,-480.0134,-635.6208,-634.8202,-663.4104,-657.888,-668.6462,-796.5032,-756.3412,NA
"62",2,12,"A",-134.1358,-59.14,-64.8428,-98.3998,-143.8484,-199.0746,-187.1608,-171.3802,-160.8942,-209.383,-256.2592,-203.4776,-234.7436,-213.2802,-228.7734,-258.6756,-207.3696,NA
"63",2,13,"A",-193.0252,-158.3892,-161.813,-192.0306,-213.7918,-262.7676,-208.5726,-230.243,-166.896,-150.2382,-169.3896,-187.9316,-198.5996,-223.9806,-263.877,-235.5832,-202.3548,NA
"64",2,14,"A",-36.7876,41.6992,29.8088,28.8752,41.8812,-6.41860000000003,-4.32080000000002,-35.8302,-20.9866,23.4542,38.9436,7.72039999999998,-1.31380000000001,2.50299999999999,25.7634,23.6414,2.04660000000001,NA
"65",2,15,"A",44.757,63.7742,69.0892,57.3578,36.871,63.8938,36.8344,19.0114,28.5702,31.498,54.8496,43.1098,47.0896,13.57,6.5772,17.8052,16.5904,NA
"66",2,16,"A",-105.2808,-71.0238000000001,-94.7852,-124.483,-155.4652,-172.4524,-98.4026,-92.0700000000001,-135.8382,-115.6578,-55.1061999999999,-115.8122,-106.3288,-107.8042,-137.617,-117.9906,-57.0188000000001,NA
"67",2,17,"A",-10.9434,-8.1728,0.088000000000001,9.1306,2.7342,12.639,10.698,-3.1184,11.898,-4.126,-4.125,-2.0532,3.6162,9.8696,-2.7428,4.7422,0.545000000000002,NA
"68",2,18,"A",19.82,38.9892,43.6716,3.51100000000002,48.3406,9.98759999999999,-15.5546,5.54599999999999,13.6962,24.1244,22.5074,24.056,17.5934,21.7864,38.0576,-13.7514,7.3794,NA
"69",2,19,"A",44.5748,16.0482,21.925,19.4196,26.6842,1.49460000000001,16.7476,12.8898,30.562,18.7968,16.3336,13.8172,6.398,2.9476,-3.72,8.3894,0.578399999999998,NA
"70",2,20,"A",38.3424,20.1398,32.8068,23.7234,14.509,1.3572,5.9888,23.8508,7.0808,15.0548,23.613,10.1152,10.0214,4.737,3.4202,6.739,4.51,NA
"71",2,21,"A",97.8586,84.0374,45.8424,39.3332,43.627,28.0138,45.0388,34.8272,28.6776,34.5828,29.9804,8.0746,18.2162,12.3232,8.4844,7.7628,12.677,NA
"72",2,22,"A",38.619,49.2056,29.4236,23.8562,42.7656,25.0048,30.482,45.5074,29.2604,39.7058,23.69,27.6534,23.6314,23.7952,20.0838,21.987,14.7244,NA
"73",2,23,"A",42.0582,56.02,45.1928,14.5228,2.7672,13.2712,2.3128,-2.6272,1.8426,4.7962,20.877,7.1044,12.6492,0.943999999999999,5.2012,7.6956,5.99,NA
"74",2,24,"A",72.8818,15.6894,23.3582,26.1176,30.138,21.4282,3.9974,9.51739999999999,9.5528,7.5936,9.907,4.018,15.1646,4.2488,7.9616,10.1722,6.6748,NA
"75",2,25,"A",0.786199999999994,14.7616,28.6516,0.0923999999999978,6.6162,14.5234,11.131,3.8982,19.6664,2.9312,10.3372,3.1718,-1.9406,-0.369199999999999,4.6966,0.8884,0.0139999999999993,NA
"76",2,1,"J",149.8098,203.7906,12.5359999999999,94.9698,102.6574,24.2312,127.1248,12.281,105.4642,130.5666,131.1722,33.106,93.054,48.466,116.055,54.4066,19.3106,NA
"77",2,2,"J",-82.643,-66.4028000000001,-258.8362,-185.2876,-369.9154,-305.1946,-154.4726,-152.1108,-177.7818,-378.4128,-17.8117999999999,-368.9074,-222.1216,-223.3138,-164.9198,53.9626000000001,-372.0026,NA
"78",2,3,"J",42.6666,25.2548,51.0092,-29.974,-25.53,27.512,17.2934,28.16,7.66800000000001,29.7888,-15.3214,1.2458,29.602,18.8422,32.5772,10.5454,-34.0656,NA
"79",2,4,"J",69.671,121.3314,88.9614,74.0788,45.0952,49.6678,44.1386,31.9592,14.102,31.7674,25.9736,-0.636799999999994,18.6918,20.7236,3.8812,10.9668,9.0014,NA
"80",2,5,"J",188.3344,122.3748,109.0752,182.6938,121.4308,94.8276,31.8887999999999,164.8834,112.5916,180.7096,91.3088,130.1952,157.1916,129.9464,58.497,84.651,76.2632,NA
"81",2,6,"J",3.14819999999997,10.7636,-23.2508,31.4188,-95.743,-21.32,-44.6156,-10.9116,-19.3696,129.1062,-100.0098,-15.8972,4.4744,-21.7126,59.5828,-45.4978,-24.008,NA
"82",2,7,"J",8.4148,-9.13639999999999,12.9242,46.0344,-7.011,-7.0624,-14.9844,-26.2664,-45.3554,-12.4086,-72.075,19.2792,6.673,7.0616,-64.1872,15.2864,-56.7832,NA
"83",2,8,"J",100.636,89.0328,127.8342,80.7336,144.6508,76.5586,-81.6082,-42.4298,70.1294,167.5006,140.7216,206.3956,56.4548,41.5604,138.7206,197.2608,144.7042,NA
"84",2,9,"J",319.6986,216.1192,166.0218,189.478,145.1626,161.7768,81.0996,136.0678,95.9894,143.8436,108.7338,105.7662,78.3382,78.2894,78.5032,44.4964,49.5982,NA
"85",2,10,"J",306.0236,268.2964,241.6008,202.9786,149.6762,200.1238,98.5844,160.5196,84.8068,97.7884,111.214,37.0264,65.9074,64.4094,41.9242,42.6404,45.9908,NA
"86",2,11,"J",-486.6548,-544.5026,-703.6982,-798.7884,-808.4562,-770.6238,-921.8162,-1018.4676,-669.7704,-1229.8502,-1046.1528,-1180.6816,-1140.1532,-1231.4106,-1500.6176,-1318.199,-1345.937,NA
"87",2,12,"J",-53.448,-167.8598,-242.1478,-384.6816,-387.4436,-326.0256,-404.7042,-432.1712,-432.8832,-563.3342,-351.0594,-490.0454,-349.8144,-531.2422,-622.7822,-340.2022,-393.8022,NA
"88",2,13,"J",-184.037,-239.8836,-352.023,-413.9058,-385.084,-360.6582,-418.1696,-275.2796,-122.1252,-360.3846,-389.5562,-278.1326,-379.9508,-412.804,-431.472,-400.867,-143.2586,NA
"89",2,14,"J",157.0874,62.9118,84.5322,82.6706,25.9915999999999,60.0322,-2.83240000000001,36.9026,92.7276,91.8624,60.074,59.066,22.7284,87.0622,19.8614,37.233,-26.8296,NA
"90",2,15,"J",202.4018,155.0014,146.4724,102.0148,153.5752,29.4124,75.45,72.2072,81.3868,121.7724,79.0556,137.0456,35.5712,34.2342,88.973,83.3028,63.126,NA
"91",2,16,"J",-121.73,-172.5124,-233.2022,-334.1186,-223.9242,-51.206,-153.498,-294.7844,-141.6406,-81.8904,-224.5952,-90.2552000000001,-247.4196,-243.9102,-251.4996,-114.6358,-381.4928,NA
"92",2,17,"J",-11.9268,26.3936,21.1112,-8.9906,8.5458,10.1578,-22.3516,19.8342,-19.281,-1.961,-13.4392,7.6078,23.2196,-29.5836,21.7234,-9.90900000000001,36.2804,NA
"93",2,18,"J",70.5668,119.3548,2.00519999999995,165.14,-12.5304,80.9938,94.8366,29.0202,107.4828,64.0894,58.2114,36.1838,68.0414,89.2422,-33.289,102.6722,88.7962,NA
"94",2,19,"J",28.2334,87.9014,68.0018,79.7092,63.7822,61.4696,35.3064,77.8542,20.6644,30.3384,54.8974,42.9944,5.8064,5.15600000000001,46.3404,19.0388,-3.3214,NA
"95",2,20,"J",60.6002,82.14,22.0166,66.2314,75.4738,58.383,50.8292,3.85420000000001,46.028,49.772,23.6704,12.4934,29.1238,13.8906,12.706,28.4464,14.4538,NA
"96",2,21,"J",216.179,190.6576,140.6468,103.465,113.9922,108.676,56.6396,111.9138,100.5842,96.2354,15.3504,64.9626,49.369,42.1244,18.388,42.0244,12.0428,NA
"97",2,22,"J",79.3858,67.3496,97.4008,112.6606,18.0482,61.6096,83.7348,62.2904,100.3468,59.0692,71.3548,52.214,49.0684,19.4968,49.2866,36.5374,40.2102,NA
"98",2,23,"J",250.809,164.4152,88.2618,137.23,96.0458,60.023,62.3768,55.1562,67.3816,85.2838,-7.2426,52.168,9.4474,33.4866,44.6112,26.2322,20.3494,NA
"99",2,24,"J",64.9796,170.353,118.8644,122.9154,103.5592,70.8886,70.6498,70.5306,29.1912,61.8644,47.9568,51.1256,27.0616,9.9692,38.0682,21.0866,-1.232,NA
"100",2,25,"J",93.189,119.8442,41.4778,98.3556,76.441,29.269,20.8046,60.65,1.5444,33.4718,19.834,15.0418,10.9576,13.4032,12.199,8.0956,3.022,NA
"101",3,1,"A",12.788,-6.80119999999999,-2.8692,-5.6522,-4.0516,-0.651800000000001,3.6412,3.9406,-3.9864,-4.3176,0.5692,-1.238,-1.5912,NA,NA,NA,NA,NA
