Age,Trial,WMD,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
A,4,6,-12.4009,-13.2714,-11.6371,-16.3194,-21.6126,-17.1225,-16.8392,-5.8256,-19.5356,-22.8406,-12.0714,-14.105,-27.1622,,,,,
A,4,7,-73.4645,-41.6779,-74.1752,-89.0607,-52.0599,-72.61,-124.5861,-74.8436,-113.2601,-108.6398,-125.7079,-94.0735,-134.0616,,,,,
A,4,8,-14.7788,7.4751,-1.1911,4.9545,-6.5261,-20.3125,4.1075,-28.8667,-8.7184,-2.7024,1.9114,-1.1874,0.6734,,,,,
A,4,9,-47.2736,-22.0175,-24.9348,15.7815,-3.718,-2.4218,-24.2115,9.4894,-0.8055,5.9113,2.149,23.164,8.9147,,,,,
A,4,10,-1.1279,0.2741,26.3303,-1.3638,-14.3446,-23.3823,-52.7224,-30.1222,-23.1744,-0.9655,7.9774,-2.8766,3.75,,,,,
A,4,11,-133.8594,-103.0908,-12.2668,31.1494,-94.2162,-107.263,-104.075,-73.0692,-58.4511,-110.0913,-12.1986,-44.9717,-80.9042,,,,,
A,4,12,5.5994,-62.2456,-20.1384,-38.9461,-49.0015,-76.4732,-56.9354,-35.224,-74.033,1.1645,-41.0337,4.0352,-11.0477,,,,,
A,4,13,-32.3379,-9.2075,10.9001,23.2053,-8.8708,-11.5005,16.0634,-4.0566,-19.0935,39.8193,19.6934,13.5517,-21.8425,,,,,
A,4,14,3.4387,-30.2606,-53.0025,-16.7842,-26.269,-47.3353,-27.5682,-20.7657,-62.6098,-6.3692,-21.5221,-35.8558,5.6497,,,,,
A,4,15,-166.8942,-236.4815,-216.6072,-181.9989,-234.7228,-251.3094,-246.2874,-192.7998,-155.4208,-161.8231,-158.8774,-208.6377,-162.0587,,,,,
A,4,16,23.1065,-13.6319,-18.2947,-15.9324,-10.6394,-7.3483,-6.0551,2.8778,-2.1046,-9.5191,-6.4855,-7.1057,-19.2853,,,,,
A,4,17,-21.9171,-6.2966,-15.1308,-33.6883,-19.6631,2.9903,26.0118,-16.9628,-5.3771,-4.2437,-2.1985,-11.435,-3.8088,,,,,
A,4,18,7.197,31.4233,-0.2945,-4.7087,-4.9516,-25.8613,7.4595,-37.1962,-8.4281,-26.319,-16.6039,9.5372,-35.5561,,,,,
A,4,19,39.7251,37.7958,25.8752,55.5586,17.7069,5.0172,-8.2441,1.6166,-28.0106,11.0149,-7.8604,-17.0422,-8.5187,,,,,
A,4,20,-40.0902,-4.1296,5.1175,-27.1105,-32.7898,-31.5918,-18.593,-17.1614,-12.7159,-24.6171,-15.3203,-22.0211,-39.9569,,,,,
A,4,21,-164.4474,-145.3478,-127.3804,-109.6989,-77.3607,-78.7913,-126.427,-87.3473,-66.4628,-62.8399,-48.2061,-58.2031,-69.2092,,,,,
A,4,22,-635.1893,-649.6757,-578.8062,-675.1098,-845.1331,-915.6271,-944.4653,-908.9742,-1034.6274,-919.9124,-827.5748,-919.0239,-950.0314,,,,,
A,4,23,-471.7128,-473.2555,-517.0531,-538.3679,-546.7039,-707.7143,-755.4771,-797.6436,-810.7774,-773.0889,-712.5765,-988.9704,-806.6864,,,,,
A,4,24,11.1791,7.6717,-2.2295,-12.7303,-30.9858,-65.338,-38.843,-22.9386,-22.361,-19.9997,-13.4684,-56.9434,-81.7397,,,,,
A,4,25,-21.7621,-1.8734,8.7049,-14.1284,-1.1994,5.5109,20.9819,18.3405,12.881,10.415,-8.145,-9.9731,-4.291,,,,,
J,4,1,4.9088,-40.2649,-76.8768,-17.9708,-113.8256,-8.4602,-32.0891,-28.9934,-3.2382,21.4468,46.9023,-23.8911,16.1518,,,,,
J,4,2,75.4656,174.4299,41.7427,9.0699,36.7554,124.6234,137.9615,65.5064,124.1969,47.4191,31.8493,34.1309,50.8073,,,,,
J,4,3,216.5009,215.4805,141.4651,79.8782,77.7994,103.5737,41.9115,117.7824,116.011,83.1633,38.7816,25.4341,98.5928,,,,,
J,4,4,-144.5824,-8.5553,-53.007,-49.5111,-92.2363,-38.4674,59.0848,-39.9937,-20.5012,-141.9886,-130.3005,-20.6383,-7.0543,,,,,
J,4,5,107.1947,93.8798,-76.4987,34.9289,-3.273,47.6052,81.4776,111.3606,-20.9768,72.4002,101.1606,57.0507,15.7789,,,,,
J,4,6,-8.1583,-28.2588,19.1718,-43.9414,-11.9736,6.4194,5.142,-11.0467,-32.5421,9.7918,-20.4344,-24.1443,60.5701,,,,,
J,4,7,0.3374,-84.7313,-105.0104,-6.954,-124.0248,-212.2704,-44.9191,-280.6275,-104.8514,-174.5348,-104.6442,-244.8757,-139.1201,,,,,
J,4,8,45.1165,29.716,32.0457,10.7453,-30.6401,57.6624,-43.6883,29.2433,22.0905,5.4641,-3.3766,8.6164,17.4385,,,,,
J,4,9,87.8445,-21.9765,116.0778,50.8248,-11.6254,-43.5059,76.0761,-24.9129,113.1007,36.8696,42.962,13.8929,-34.6664,,,,,
J,4,10,78.2702,88.5702,55.9031,31.5304,-11.2814,-32.8696,43.4911,-41.8936,69.8437,22.5678,-20.0812,42.4064,16.5986,,,,,
J,4,11,62.559,219.1841,161.0868,-180.3899,-159.5553,-43.9125,30.43,-1.4084,-80.5617,77.4237,2.6697,-119.9728,66.4672,,,,,
J,4,12,-48.1338,74.6266,25.1307,26.9842,7.5244,85.5134,50.0765,-50.3532,253.878,-3.632,66.8401,0.072,11.5215,,,,,
J,4,13,32.698,46.3467,75.996,-8.5511,42.5361,28.947,-32.8602,-56.4169,66.9466,30.5282,20.636,-42.2417,104.1212,,,,,
J,4,14,-35.32,-42.5786,86.4874,11.9252,-6.8344,82.2046,16.0314,-11.7251,114.4437,-36.1782,17.892,105.7982,13.9288,,,,,
J,4,15,-388.3206,-186.6314,-128.6966,-282.5692,-369.1436,-265.2615,-158.0109,-172.5755,-188.5015,-168.4192,-341.8364,-67.1487,-190.6856,,,,,
J,4,16,-19.9396,14.8689,-4.2515,-11.2098,25.6275,-6.9362,47.9416,3.8018,-31.3482,13.9055,23.0043,-1.8933,-5.7338,,,,,
J,4,17,20.247,-13.2136,6.5235,29.0015,68.602,82.3885,-58.0262,24.9902,-33.6505,15.3673,-4.398,28.6894,-63.9723,,,,,
J,4,18,101.1957,80.5729,0.8992,93.1777,3.2736,85.2157,-37.7926,104.4467,-54.3672,52.1164,105.247,-43.703,138.9775,,,,,
J,4,19,55.1938,97.1968,144.6149,7.9522,85.4154,45.2779,45.9786,-10.5092,57.0493,64.4672,-11.1948,34.0109,-10.0921,,,,,
J,4,20,71.5787,42.0427,-60.1813,-30.3401,21.943,-6.6852,2.208,52.9249,1.9047,-6.8405,-25.2623,-81.622,-33.7042,,,,,
J,4,21,-66.3033,-12.3445,-59.7031,9.7294,-37.4129,-168.606,10.1241,-17.0864,-22.3313,-90.4655,-85.4521,-7.001,-35.0505,,,,,
J,4,22,-969.4695,-807.7387,-1141.8568,-1467.6198,-1484.8671,-1322.8706,-1323.3318,-1576.0224,-1215.0624,-1108.4376,-1503.9623,-1393.5448,-1680.7594,,,,,
J,4,23,-754.5983,-730.5475,-868.6078,-737.9685,-1382.7868,-1269.9103,-1269.8335,-1190.0211,-1196.6224,-921.3842,-1922.8917,-857.2311,-1466.5578,,,,,
J,4,24,21.9877,38.1524,17.2448,-74.4804,-109.5558,13.24,-38.4559,-56.723,-19.8323,24.9496,-119.8658,-98.4326,55.8876,,,,,
J,4,25,36.9317,47.3484,-12.668,26.8261,57.949,112.0773,72.2977,65.1527,71.3173,24.7659,42.2968,5.5237,86.3908,,,,,
A,5,1,35.106,18.0912,5.0175,-0.1327,-9.6643,4.3189,-10.0886,7.2681,-4.6387,-11.2389,-0.9244,10.6242,13.5406,11.4424,8.6119,16.8711,-1.7631,-8.1284
A,5,2,52.0564,12.6856,-26.3346,-4.4177,6.2195,5.1898,8.6882,14.2163,-3.3193,-0.7196,-11.6797,-12.3759,9.6374,-8.391,13.2023,-4.8931,-4.9573,-6.1973
A,5,3,-6.2828,1.541,-5.3279,1.9449,-8.1941,-7.2292,-1.989,3.851,3.5359,-3.6801,1.1514,-2.4031,0.8274,-1.2034,0.6,1.4189,-2.9352,1.3524
A,5,4,-39.3685,-19.589,-7.0845,2.6233,-0.0683,-11.0038,17.2059,17.245,15.4904,6.3452,-14.9921,-25.2684,-9.9329,-24.7033,-16.8215,-9.1702,-1.0034,-18.0056
A,5,5,-54.8016,-43.1666,-72.6119,-25.5852,-19.1721,-57.0187,-83.3625,-2.5023,-11.8391,-68.8456,41.2032,-33.1603,-63.9048,-12.3705,-17.0252,11.087,10.6754,-45.2203
A,5,6,8.4061,18.0146,13.1161,7.0847,-10.9112,-23.1288,8.1071,-4.5497,6.002,0.4304,-6.2634,-9.05,-5.3794,-3.7951,-0.9868,2.2181,-6.1382,-0.0554
A,5,7,43.0108,38.7675,11.5287,7.63,1.8111,-2.8481,-6.1618,-2.5738,-7.1909,-5.9997,-5.3947,2.9246,10.4481,17.6667,18.3059,-4.797,-7.6398,-0.0483
A,5,8,5.5868,14.6076,-18.1222,3.5677,-7.0068,3.9908,9.4499,10.661,-7.0145,-12.8365,-3.0551,2.6892,-3.6058,-7.3903,7.1862,9.544,6.1523,5.0351
A,5,9,-131.4874,-89.9987,-237.9015,-199.5143,-151.6959,-165.4433,-226.6658,-181.1304,-147.8202,-253.4315,-180.829,-164.7752,-163.3099,-238.5701,-127.0735,-118.885,-187.4036,-171.6479
A,5,10,-40.6313,-23.9855,-23.0518,-64.1078,-37.1994,-63.0875,-29.0639,-35.0399,-39.5921,-45.4843,-34.2885,-37.0104,-40.5406,-18.8889,-4.4145,-20.8183,-49.6467,-29.9791
A,5,11,-86.972,-123.0544,-53.6943,-44.8728,-23.389,-17.4773,-89.0702,-45.2836,-27.9843,-34.1951,-9.0539,-52.3966,-79.7331,-58.8504,12.6648,-11.149,-78.1612,-53.0028
A,5,12,28.2638,0.6374,12.6195,10.0173,35.0084,13.6905,2.6774,15.3669,-0.7006,-5.2916,-5.3209,-10.5919,3.3481,-5.1397,2.1449,8.0294,6.0194,-3.347
A,5,13,5.4492,-30.2865,-24.0992,18.9178,19.1168,21.7733,-8.1338,-1.9566,-22.2303,-32.1914,31.0979,38.0682,6.9633,18.6355,4.1539,-34.7916,-0.7723,-33.7856
A,5,14,-204.6304,-151.0816,-168.9903,-77.3884,-120.9686,-133.6282,-129.9198,-104.5052,-135.333,-192.8726,-95.1426,-124.4184,-34.1193,-77.2831,-10.0093,-104.8626,-145.5034,-170.3006
A,5,15,-36.2889,-66.3968,-4.7678,3.5803,-0.8276,6.9371,-21.6542,-43.9568,-24.164,-0.7816,3.7597,-19.0238,-23.7976,-19.5694,-9.9741,23.5687,9.1412,11.1491
A,5,16,-237.0292,-166.3654,-160.2821,-172.1089,-158.8491,-159.8133,-110.8458,-150.2223,-139.5407,-93.7017,-142.8856,-78.1858,-67.6138,-112.7348,-136.1413,-100.2311,-75.5365,-104.4591
A,5,17,33.536,-20.6928,-10.7521,-6.3583,3.786,-16.316,-18.2103,-15.3524,11.4381,-7.9603,5.7595,-0.0899,16.2412,-25.8876,25.7709,16.8868,-11.5753,0.1349
A,5,18,-21.4074,-63.5508,-26.1908,-12.3068,-15.9178,-28.6026,-9.3523,0.4578,-13.8315,8.8893,-2.8848,16.3661,8.6445,-7.0192,-26.0486,-12.4696,-5.8668,10.9523
A,5,19,-38.1342,-56.4079,-37.9415,-38.5581,-30.1326,-46.8387,-26.8802,-59.9752,-52.8315,-28.1448,-29.4311,-22.27,-37.5124,-22.5107,9.4868,-18.7911,-9.6446,-14.5866
A,5,20,-65.9343,-24.7186,-90.3787,-35.4894,25.6001,-22.1013,-39.164,-26.4078,-89.4771,-57.3748,-37.7231,8.0601,-26.346,-53.8915,-29.5306,-25.2888,-35.2154,-46.8397
A,5,21,-14.9116,-32.7244,-42.546,-46.6933,-13.6962,-30.9858,-72.9154,-17.5691,-11.1071,-34.8416,-0.6291,-47.2888,-33.7752,-37.5914,-3.8126,11.1069,5.5345,1.4523
A,5,22,-15.0947,4.4228,-2.5885,9.9109,4.9715,13.0257,-18.78,2.2163,0.2566,-13.6225,-9.0039,-15.0528,9.2342,-26.9276,-24.3287,-26.0306,-8.2962,1.7518
A,5,23,-62.1256,-0.5661,-15.7958,-53.1857,-58.6172,-107.209,-96.6858,-70.9264,1.8708,-40.9049,-54.1621,-42.6614,-42.9341,-28.1073,-38.569,-77.815,-71.2995,-85.1886
A,5,24,-139.4061,-93.2313,-175.1377,-115.7874,-143.4766,-151.5959,-126.4543,-133.1935,-178.3423,-228.1152,-168.663,-211.2531,-214.1767,-203.4779,-106.9762,-152.3331,-171.9269,-288.8811
A,5,25,-100.102,-74.5924,-66.5424,-86.3307,-150.9009,-139.7245,-151.1105,-113.6941,-104.651,-125.5869,-79.789,-161.3127,-165.2712,-162.6931,-192.6261,-172.7677,-177.8724,-246.9569
J,5,1,97.5741,46.5553,45.4497,34.2687,39.1407,3.1055,82.3148,-4.7616,6.1944,36.7573,26.6489,37.1849,22.5439,29.0437,34.6069,1.3901,-5.3418,0.1185
J,5,2,62.1267,32.8095,107.259,132.1969,46.0779,70.4281,106.9973,16.0154,49.8904,-26.0487,20.622,53.2506,19.5691,66.4457,-12.6922,47.2096,-3.8931,31.0709
J,5,3,24.273,10.0473,15.3636,5.5018,0.0709,17.6527,22.1234,21.9539,1.7135,30.0668,-9.2051,11.9606,-1.8664,0.6255,7.5063,-3.8905,7.2459,-2.8175
J,5,4,7.5316,49.288,68.6291,60.4371,-15.7895,132.6299,60.6727,26.3571,-6.4202,-1.5407,9.833,54.1206,32.3502,21.4494,78.5088,71.7522,-37.2815,-123.6259
J,5,5,167.8654,-18.1788,146.0305,107.4544,24.9365,-69.0866,146.6976,15.7195,-61.906,201.3833,-55.6562,7.0752,61.605,53.1699,103.9759,88.0541,58.0609,-157.3316
J,5,6,135.7984,63.2998,66.8792,63.9549,25.7405,104.8844,-12.0908,57.8323,23.1286,24.2934,31.0887,16.8137,15.8196,19.0619,30.9951,3.7179,14.8892,18.3673
J,5,7,234.7137,76.6574,126.8632,104.7496,97.3993,38.7676,36.7469,10.0508,28.8293,21.5434,26.0644,32.5526,40.2737,31.9913,-18.15,11.4414,20.5299,12.0887
J,5,8,74.7883,-19.6957,56.6359,29.3564,47.3712,61.8853,19.1242,12.7104,-1.7314,27.7078,20.3723,-5.2875,-9.976,25.192,13.7495,12.1191,2.2156,12.9663
J,5,9,-35.483,-452.1699,-155.3242,-152.1849,-150.3673,-246.2844,-108.3922,-108.7519,-491.2505,-37.8509,-110.4287,-173.5641,-234.4302,-11.0612,-106.6977,-253.5393,-201.5358,48.8224
J,5,10,68.269,65.5827,-117.3246,42.7466,-42.7811,97.4333,-22.9185,-34.012,-47.8713,-20.7327,-66.2997,-6.7665,-14.4591,67.8984,4.6956,-82.303,2.4654,74.5924
J,5,11,-209.7511,65.7879,0.3632,-47.438,67.3514,-212.3125,16.5155,46.9959,-103.6767,55.5953,-85.1412,-129.4867,-8.9829,27.4727,-8.5993,-167.407,-62.4476,-48.9082
J,5,12,109.2761,111.1306,121.6729,178.1072,56.1812,38.5767,96.2824,50.8804,26.7943,5.4057,-12.681,46.6505,-6.4372,29.6053,25.0902,47.081,0.4933,14.7412
J,5,13,-25.8486,28.3979,76.5569,88.9695,95.5643,32.5091,72.9975,13.1174,38.319,111.5167,76.139,-0.4708,45.4859,43.3476,-39.1114,71.1401,-9.4232,0.7814
J,5,14,-67.9815,-282.9293,-3.4836,-200.458,-183.552,-129.2763,-41.3019,-165.2935,-318.6882,4.1924,-181.2599,90.228,-107.6878,86.5412,-253.1198,-156.0075,-265.4193,-81.2498
J,5,15,33.6091,136.592,89.9418,109.8029,107.3083,87.7303,35.868,80.6352,142.5585,42.8511,-8.8292,8.6195,28.9039,16.7644,110.5002,38.4133,92.6293,-20.78
J,5,16,-130.1607,-134.6509,-232.3809,-144.7365,-141.6086,-3.6994,-123.588,-103.9322,-2.3696,-223.8582,-36.7795,-25.8854,-175.5179,-200.3541,-54.0628,-14.6255,-81.0964,-152.8979
J,5,17,28.1885,122.8703,98.4506,152.3264,22.4165,78.8343,79.572,93.9332,8.4257,90.0615,56.1912,37.0194,2.5285,105.9132,39.3642,-23.2278,43.6658,-17.1278
J,5,18,-13.4148,82.3892,164.236,85.027,42.3527,96.8968,79.4182,76.5285,114.708,69.4586,125.9471,57.4496,17.9353,45.5331,54.09,1.9316,99.3836,33.3133
J,5,19,67.2107,83.7472,-13.0823,82.5486,12.5287,105.4571,-54.5239,77.8892,45.0222,-1.1105,-28.33,5.9813,49.6501,41.9885,11.3823,73.6767,53.3889,52.4219
J,5,20,83.0475,-107.7802,105.6246,167.5132,-36.1308,-47.2402,28.7441,-114.5697,4.3689,-16.2825,65.2467,13.1257,-1.6837,-15.1294,68.2589,-7.8817,-33.003,64.0701
J,5,21,-76.4188,-100.2717,19.1723,64.6529,-45.339,-19.0715,59.3437,-43.2837,-21.8452,144.9716,-61.799,-76.9218,26.714,82.4341,23.7712,67.9407,34.8046,27.3746
J,5,22,22.671,-20.253,36.5457,24.9406,10.3223,-57.3462,42.533,-16.2236,0.6394,-8.8666,-2.3118,41.1879,-65.2284,-17.8555,23.9319,32.7972,-2.1976,-22.8295
J,5,23,204.0027,55.4479,-35.5514,38.1354,-27.8797,-31.8552,31.7787,72.7679,8.0641,-47.124,42.8944,72.1512,30.4964,2.8201,-44.798,-30.9976,-80.5927,66.7877
J,5,24,-43.4166,-256.6888,-128.4752,-218.8037,-143.8668,-87.3581,-199.8652,-272.8382,-360.1312,-98.8035,-339.8406,-273.9239,-174.504,-83.0083,-261.9288,-242.3996,-422.1251,-291.8256
J,5,25,-89.04,-83.9567,-131.0643,-226.4051,-173.0618,-208.3728,-119.7112,-121.0012,-279.6016,-89.6801,-294.1656,-213.0861,-175.409,-349.9545,-269.0494,-211.8166,-370.9352,-53.5827
A,6,1,9.1737,-11.4742,11.4748,13.7785,5.4529,0.8367,-1.4909,-9.1735,1.8504,9.2772,9.6542,7.6025,6.0038,,,,,
A,6,2,25.2886,17.3922,9.6298,-2.9951,-8.6338,-2.7033,-13.2337,-5.7265,6.2718,4.7271,-4.9051,13.852,3.5922,,,,,
A,6,3,15.504,6.4317,2.5296,6.1249,20.6149,6.1601,2.8094,-2.2834,6.655,-5.2108,-8.4276,-6.8435,-0.1756,,,,,
A,6,4,-15.1913,-39.1752,-18.7546,-56.7502,-47.8628,-43.6747,-33.2745,-48.7757,-37.31,-26.6987,-5.979,-8.9455,-5.8506,,,,,
A,6,5,-44.5777,-42.0913,-32.3951,-45.3448,-34.9062,-26.0517,-24.8737,-11.5793,-15.6557,-27.019,-23.5274,0.3898,1.5743,,,,,
A,6,6,34.6998,61.6744,0.2258,-18.7542,0.747,11.455,3.2232,2.2948,22.5488,25.6994,17.6137,23.5974,6.9093,,,,,
A,6,7,25.6595,44.394,30.4729,29.5367,24.6689,10.3045,20.4214,21.8169,22.5657,23.1201,11.3853,21.7154,-1.7425,,,,,
A,6,8,39.2594,54.7392,81.4449,44.6605,41.307,23.4548,-30.2638,23.4225,-2.8324,-46.6471,-15.8358,26.2551,8.7801,,,,,
A,6,9,-309.7587,-255.6315,-212.5431,-242.0202,-221.5427,-295.0947,-299.6977,-366.1917,-236.664,-379.3095,-349.9902,-377.5399,-332.8642,,,,,
A,6,10,-119.3553,-103.6147,-53.6071,-127.2586,-92.7727,-122.2684,-132.6318,-114.3656,-110.55,-90.7779,-87.8827,-55.1947,-91.7568,,,,,
A,6,11,-12.515,44.6183,13.0316,29.1319,34.4788,19.0353,52.7902,11.672,37.8025,-10.4714,10.6151,27.0837,31.6557,,,,,
A,6,12,50.0621,31.9002,39.334,24.1992,1.2417,0.8042,1.249,4.9317,3.3894,3.0447,0.0276,-3.1838,-1.8349,,,,,
A,6,13,34.6211,24.1209,2.1457,3.8207,-8.2326,-4.5922,2.5037,-4.0633,17.3461,-5.3976,-9.5942,-6.965,4.9529,,,,,
A,6,14,-4.1829,8.7109,3.5462,-7.055,-18.9182,-30.2405,-21.3985,-53.5087,-22.2021,-4.0138,-15.5162,-22.4738,-33.7468,,,,,
A,6,15,-272.1221,-217.0927,-243.3243,-152.2657,-117.1641,-275.1426,-326.3259,-267.89,-283.921,-297.7278,-288.5688,-299.4955,-252.9817,,,,,
A,6,16,92.9262,76.1413,51.2439,39.1387,27.1267,23.4584,30.9629,15.1414,5.4001,16.4457,2.5469,6.9478,-0.1913,,,,,
A,6,17,35.2599,74.2921,45.8126,90.1651,50.1562,40.594,37.3311,27.3773,38.0341,23.1175,21.2721,29.3545,12.3272,,,,,
A,6,18,19.9955,18.4068,15.6505,40.878,16.2701,13.5431,-3.6662,17.0558,24.5294,17.6567,3.5527,25.6542,4.9596,,,,,
A,6,19,-26.2111,6.8628,1.7991,14.68,-10.4267,-46.6949,-20.2364,22.3024,-3.1273,-32.7133,-27.8094,-14.3067,14.2029,,,,,
A,6,20,16.75,11.7863,-10.0428,20.9522,11.6331,-4.3737,1.5542,10.4639,3.2109,-2.0314,1.2467,12.2188,4.4775,,,,,
A,6,21,-34.198,-23.4377,-16.9565,-13.5461,-9.4937,-45.1335,-51.7396,-60.4208,-44.6379,-45.1256,-40.4419,-28.8642,-42.8827,,,,,
A,6,22,-9.316,-30.6833,-4.9764,16.2033,-9.4674,-8.1247,-8.014,3.0618,3.3025,-12.8825,4.1262,-25.0617,10.9156,,,,,
A,6,23,25.0032,28.2727,8.3243,6.1901,4.3421,-7.6869,-16.23,-6.93,-21.1807,0.664,-7.093,12.4092,-0.4304,,,,,
A,6,24,2.166,7.349,14.5166,-2.2311,6.1205,-8.7186,-2.6376,1.4217,-6.1004,-11.2318,15.0251,11.75,4.072,,,,,
A,6,25,31.2568,33.3046,13.7269,40.9456,8.6421,21.9981,29.6643,14.0001,12.412,-1.3346,1.2583,1.4364,-1.6297,,,,,
J,6,1,53.9348,118.8405,65.0045,25.661,9.4522,10.0812,20.9009,24.2526,34.7956,31.6061,19.1622,27.403,7.3722,,,,,
J,6,2,89.9639,80.717,24.3669,14.5493,39.9092,-45.2872,30.244,54.6382,16.8442,15.7659,26.0403,-2.209,50.6849,,,,,
J,6,3,-8.2912,-16.2085,20.4633,59.1114,4.7039,6.3316,10.9782,36.5004,6.531,5.2922,26.1881,8.5522,3.3898,,,,,
J,6,4,-62.2616,52.8043,-82.4753,-71.4073,-34.8198,33.7635,-115.5626,-18.3054,-34.1176,24.759,11.6508,21.5438,-36.1759,,,,,
J,6,5,-53.8975,-29.2067,-73.5735,-48.771,-34.1437,-46.7597,0.3162,-3.3352,-54.8381,-5.9628,2.6843,8.5815,23.4848,,,,,
J,6,6,155.2727,35.8341,-23.3053,55.23,66.4414,81.7516,36.0598,69.3736,90.9734,5.312,52.5331,1.8208,-30.8329,,,,,
J,6,7,145.717,76.729,61.5927,52.9762,33.3749,65.8701,61.3912,22.0153,31.2191,17.2709,65.9321,-5.1556,93.8523,,,,,
J,6,8,9.6832,108.8519,-36.5342,15.898,38.5049,-73.6584,36.4942,-97.8905,-91.2653,-1.0655,34.0909,-76.42,34.5501,,,,,
J,6,9,-445.0223,-342.029,-550.2604,-399.5621,-633.857,-659.216,-735.3812,-408.4489,-973.4047,-636.782,-805.6322,-674.5503,-671.8872,,,,,
J,6,10,-192.6782,-45.0993,-358.7995,-86.9346,-236.2182,-220.6971,-162.285,-225.561,-210.6763,-143.4444,-194.0167,-248.8167,-313.6856,,,,,
J,6,11,89.6303,-3.1421,83.9967,65.9143,25.6093,106.1158,-36.0266,65.6276,-52.9293,70.0065,46.8707,44.238,58.5459,,,,,
J,6,12,98.0603,102.7013,121.461,22.41,56.5455,42.6651,73.9681,63.0972,24.6637,21.6874,29.7994,0.4626,24.8286,,,,,
J,6,13,75.2219,43.9558,98.7095,24.75,43.5896,31.7215,4.123,49.4688,1.9176,-24.5618,20.4027,16.663,-10.2319,,,,,
J,6,14,-5.5162,11.9695,-63.3428,-54.9099,-66.6503,-0.5331,-161.9798,-13.4436,-4.1591,-65.9309,-76.7595,-92.381,-0.5308,,,,,
J,6,15,-296.2529,-532.5266,-297.8078,-231.308,-719.8264,-529.8669,-456.6489,-612.7867,-576.824,-512.633,-586.7221,-471.5128,-860.1433,,,,,
J,6,16,151.6984,76.0869,99.8465,77.3645,115.0447,98.0711,68.5169,32.8271,39.1575,48.3523,45.9168,7.3122,6.3322,,,,,
J,6,17,227.0573,122.6646,226.4703,95.3552,125.6894,109.6698,48.0254,90.7706,62.0368,28.77,68.034,70.6287,10.0857,,,,,
J,6,18,107.1381,103.9139,127.8082,37.1572,78.6865,18.4596,40.6924,57.5273,79.8442,16.4985,86.7472,10.2578,-20.9178,,,,,
J,6,19,184.304,44.7627,57.0351,14.7427,-64.2427,38.744,95.3254,40.241,-21.6762,15.9745,5.3672,42.9301,-47.55,,,,,
J,6,20,33.7934,-28.2265,87.1426,67.4012,41.7404,8.6096,68.1106,-15.3159,8.9495,33.2252,36.5478,3.9513,1.7655,,,,,
J,6,21,-26.9691,-48.2814,-36.7002,17.3308,-112.7957,-136.3081,-93.8252,-105.0401,-91.7154,-71.8584,-91.2396,-141.1972,-93.8985,,,,,
J,6,22,-66.8616,-4.4141,32.7481,-41.4193,3.0202,-63.504,6.2054,-40.7754,-64.9248,23.7126,-73.7599,-0.4479,-39.2427,,,,,
J,6,23,60.5245,22.4334,26.6187,8.9631,12.2629,23.1601,-42.4413,-21.3651,8.731,-25.2615,19.1631,-6.8025,19.2418,,,,,
J,6,24,26.064,4.367,-8.6516,51.7095,1.0914,16.7464,29.2226,1.5484,23.0553,46.4249,9.7828,12.3726,8.8376,,,,,
J,6,25,174.218,101.6126,221.1964,44.3316,109.8436,76.7127,24.9223,27.0284,16.7734,20.6425,30.314,9.1667,7.8885,,,,,
