Age,Model,Trial,,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
J,M,2,16,91.5152,4.12448,214.59136,16.8592,141.72096,220.40608,47.88032,190.93888,106.47488,121.60512,107.66144,40.82912,216.82656,142.62624,92.38208,247.79456
J,M,2,17,33.52736,47.09248,-0.14624,91.64704,-10.92032,27.89312,34.54656,62.89728,40.80896,55.38016,60.576,58.74944,4.032,108.3952,31.17152,108.71936
J,M,2,18,-20.94496,-1.70656,186.71296,-20.7104,-39.7392,83.78496,71.5616,60.50784,81.57664,113.48448,78.73216,165.65152,86.7376,-17.6016,111.6064,134.01376
J,M,2,19,-83.88576,-162.7968,-188.0064,-69.07616,-216.57248,-173.72512,-141.57472,36.51296,-157.26208,-365.06528,-220.33376,-369.51968,-310.57408,-126.51008,-176.88064,-25.82304
J,M,2,20,-42.48736,-22.536,-20.33312,-57.36,31.4288,-61.17184,-25.08,11.3488,3.02016,3.7184,-43.09312,-44.76224,-68.60672,-78.9856,25.43168,93.79008
J,M,2,21,64.57248,157.45664,170.74656,216.56832,181.77472,182.2144,206.3616,171.00256,199.42688,264.57472,130.1056,199.60832,264.42432,268.91328,301.30112,240.72512
J,M,2,22,12.7408,131.19808,76.76672,125.80384,50.24288,130.63424,113.87904,124.984,99.24992,89.54176,144.09248,181.62336,51.14976,141.46304,183.6224,103.632
J,M,2,23,117.3792,1.79584,63.29568,22.4112,-25.72768,53.1792,18.2032,164.48512,135.8736,68.20768,10.24192,121.48544,95.73696,134.27072,241.87552,127.77504
J,M,2,24,121.10784,-4.96352,124.34464,97.13792,157.88128,18.05088,192.7136,158.90368,311.76768,174.80672,117.49792,132.4256,14.1488,290.87712,40.78336,185.35712
J,M,2,25,72.32032,238.67008,170.6576,298.38816,287.4736,243.1936,209.92768,213.70112,222.6816,209.35264,314.82112,304.49184,318.3312,308.92736,208.72672,380.0384
A,K,2,1,14.45408,-11.3888,6.44288,18.39328,25.15328,35.3984,21.18528,29.4432,33.30304,38.03424,44.34944,41.82496,39.53792,22.52928,37.65888,49.34144
A,K,2,2,-90.62528,-219.75296,-144.9408,-148.56512,-153.17696,-158.12192,-258.62944,-155.05472,-165.11584,-108.18592,-278.31008,-251.83456,-315.60544,-309.26944,-280.82784,-260.09728
A,K,2,3,74.56448,-25.37504,43.64512,10.784,73.58624,46.88192,37.7568,61.20896,128.4048,109.7488,98.28352,117.45376,94.2768,40.10144,113.28448,102.2256
A,K,2,4,200.5808,142.6544,154.61568,154.34656,107.00128,104.32672,96.78528,89.08576,99.98976,107.00672,81.98848,85.69984,74.10688,71.62304,68.9264,62.06016
A,K,2,5,184.88352,157.5904,140.46752,140.38176,130.05184,108.1088,101.33248,109.53632,94.31232,94.2432,90.68672,88.58336,67.984,68.68416,63.83328,52.34944
A,K,2,6,225.27008,93.53152,158.59136,117.26688,186.50368,129.30112,188.76224,119.67424,193.28832,201.42688,171.55168,206.56896,181.02048,168.42432,185.1728,208.85184
A,K,2,7,-76.40736,-85.81568,-129.73856,-92.10272,-63.08928,-118.29024,-111.74368,-41.07904,-50.69152,-49.14496,-96.64768,-133.05664,-116.97024,-190.29664,-79.36288,-47.79264
A,K,2,8,-87.33216,-82.03296,-114.64512,-114.69312,-96.56864,-159.85056,-167.49984,-164.832,-110.37696,-124.31776,-155.00448,-208.5408,-192.87424,-231.08096,-231.55008,-272.06496
A,K,2,9,0.20032,45.43456,14.5328,31.79584,23.48416,22.67808,26.1328,11.90944,31.23392,28.36608,2.18816,16.67456,3.2064,16.15232,15.7968,21.92864
A,K,2,10,57.39104,85.93952,72.30624,82.19552,73.23712,76.57312,72.88576,58.27712,97.16576,85.38944,94.4256,93.92384,64.96672,73.45056,91.32672,86.78528
A,K,2,11,260.23456,101.47904,186.34784,125.96992,152.7824,113.8608,118.42912,107.00896,167.50336,148.93344,140.53024,159.74848,160.85856,171.9168,153.04864,184.17024
A,K,2,12,238.62112,103.31584,149.58112,97.2752,144.79616,92.41472,119.0208,135.28608,158.28512,162.2192,156.53376,144.1936,132.32896,139.52064,144.5568,186.8576
A,K,2,13,41.39168,-64.5808,1.62752,-23.70976,13.34944,-22.38912,-38.81152,-13.8016,-9.53792,-11.33056,-29.17024,-29.32512,-70.39776,-68.01376,-65.89248,-66.1088
A,K,2,14,-47.5984,-42.32032,-60.1952,11.50368,-18.43264,-24.96672,-5.19392,37.9872,27.88416,59.98112,30.7264,16.7744,-21.936,-19.20736,53.75744,-21.2048
A,K,2,15,-369.07264,-454.25408,-473.46048,-505.464,-509.72672,-624.52768,-733.46432,-735.46592,-747.42656,-858.56736,-1053.38656,-1167.50272,-1382.77728,-1576.93888,-1696.84704,-1863.51104
A,K,2,16,64.9904,114.67296,29.39584,116.17664,85.31136,75.28224,73.05184,93.56864,89.18816,102.02368,88.78624,104.17984,85.40864,71.42176,108.48704,86.42304
A,K,2,17,6.70944,1.83648,13.93152,12.34272,20.78368,2.15648,10.38816,14.7616,16.86368,11.0416,27.03456,13.78112,21.39808,13.01024,25.608,29.3536
A,K,2,18,22.7056,-9.46176,-9.04032,31.73088,4.22816,3.99136,-10.5264,-1.59168,21.60384,17.01088,30.92736,41.65984,14.6768,14.23872,16.56992,35.4016
A,K,2,19,-138.07776,-135.15616,-170.40096,-133.29536,-134.94816,-209.89312,-243.656,-218.4704,-173.70912,-176.02464,-244.88896,-232.68448,-305.97824,-355.52192,-299.21216,-328.98144
A,K,2,20,-11.29856,-37.62528,-31.19584,-28.6064,-34.62112,-35.38272,-40.30272,-42.1328,-28.39648,-28.75712,-38.02112,-42.61888,-31.24448,-51.13664,-61.25376,-51.86144
A,K,2,21,143.3856,64.42272,93.62208,77.03264,127.17312,95.91584,95.44832,110.99776,116.3456,124.69248,119.6752,115.42368,99.11648,108.82816,120.88608,199.41312
A,K,2,22,100.72896,43.43168,88.54496,72.66336,98.12128,58.69408,75.168,66.58208,95.83968,99.60992,97.72448,90.96448,88.9888,87.0032,93.27712,69.8528
A,K,2,23,-11.55552,23.14752,-0.05536,12.39264,24.3504,15.0704,-6.02208,21.856,36.48736,43.0048,20.72992,26.16224,30.80832,35.50208,55.7968,47.04768
A,K,2,24,23.71392,24.47232,-11.86848,51.6624,14.4672,24.52704,-6.2336,21.02336,37.27264,55.16512,43.26048,40.8384,46.60192,15.76192,74.14688,49.48672
A,K,2,25,194.23648,95.03488,159.20448,160.58528,188.38176,146.94016,143.8704,144.2352,197.47968,172.06464,159.46432,186.37248,180.14816,188.42208,237.81504,216.49504
J,K,2,1,14.39936,54.02144,8.89024,61.20032,53.1232,40.9008,62.59168,70.26496,76.23776,68.3792,80.13216,83.56672,55.71456,81.93664,72.65312,64.44256
J,K,2,2,-224.65248,8.69056,-71.45664,-18.16224,-61.79776,-134.4048,84.55904,-8.72736,65.4016,-214.44,2.65024,-112.7072,-20.93408,2.75648,104.0752,5.89056
J,K,2,3,-13.7776,229.57696,71.12064,217.1472,66.99744,153.48864,192.23584,287.36768,198.53792,235.44576,305.30016,244.7424,255.27808,327.76384,259.29952,418.66272
J,K,2,4,266.88384,328.85568,301.32128,229.7568,244.8576,199.94528,193.7584,207.41024,172.90592,156.51776,187.1472,157.80064,127.02752,139.96096,126.69504,126.22112
J,K,2,5,390.1536,289.38656,293.45408,246.57632,231.97856,214.36736,192.85568,164.83168,175.79808,147.4112,173.89888,132.2144,132.59392,99.39104,111.5952,101.83296
J,K,2,6,97.09536,387.76352,221.79584,374.90048,243.9696,332.65856,249.34656,367.09568,344.78944,363.312,360.34688,303.62912,336.25024,390.0128,354.0624,395.95456
J,K,2,7,24.52832,71.24576,58.28192,48.17344,-33.86784,12.84352,74.78208,155.40608,163.13984,94.256,28.73856,90.29824,34.24032,257.41728,250.94944,271.5184
J,K,2,8,-42.57216,-50.18624,-32.19328,13.95424,-116.9904,-29.5424,-49.20736,30.30272,-69.12192,-17.58976,-99.88192,-35.82848,-104.52032,8.46752,-63.82656,-53.2032
J,K,2,9,123.6624,18.07072,91.58208,47.58592,44.1776,64.22144,36.7408,80.4256,51.67008,74.44768,44.40032,38.02976,41.5376,40.52992,34.23808,58.4528
J,K,2,10,203.44896,116.44704,176.49856,131.51296,147.94688,123.05216,101.99968,156.78528,139.95616,151.136,166.04352,121.51072,130.25632,148.44672,141.04416,167.6896
J,K,2,11,18.25792,429.24672,209.29984,341.95456,168.34976,280.69504,212.5728,357.77504,276.14016,310.13184,299.11104,248.98784,295.98496,317.09664,326.14496,332.1328
J,K,2,12,78.7088,371.1952,211.7168,349.56096,183.44416,292.72736,252.44,295.68704,260.056,347.99744,296.88,229.64192,271.72832,279.5568,311.0416,289.3024
J,K,2,13,-83.70496,89.86496,-13.95936,110.55712,4.728,51.31488,79.18208,52.78272,49.84736,63.64768,4.85696,18.23936,51.5696,20.19392,6.0288,29.42688
J,K,2,14,92.14688,36.512,151.42656,164.62048,128.58848,86.67904,219.0736,298.00448,311.59456,212.16192,248.53632,269.62144,192.37952,372.98112,287.91168,450.98336
J,K,2,15,-414.48896,-367.83872,-429.19136,-387.84384,-613.13152,-611.88384,-531.42304,-566.3056,-731.8768,-871.24032,-1055.63936,-1233.6384,-1347.93472,-1314.76384,-1545.23648,-1556.11008
J,K,2,16,182.19616,69.06272,273.19808,106.128,199.39424,173.23328,177.34016,166.47648,206.97376,168.10912,192.16928,181.84,230.73984,232.248,177.83648,222.42464
J,K,2,17,45.30688,29.00096,17.84896,70.26976,22.5744,55.21216,44.59808,56.81312,38.14848,52.81152,54.07904,91.23808,56.3024,68.29984,72.40224,90.9536
J,K,2,18,32.2432,42.94112,123.1616,50.81312,60.6592,56.0848,94.81312,136.53152,104.26912,108.37152,102.04288,151.05024,131.95296,160.2112,152.9456,207.58848
J,K,2,19,-53.85184,-91.72288,20.70464,33.7984,-97.4416,-83.49952,-16.24416,131.45792,-64.81696,-127.65088,-29.06144,-158.51584,-107.24768,-21.75104,-55.06048,82.7552
J,K,2,20,-39.88992,-11.51776,2.7872,5.75616,4.39648,-17.13088,-18.64128,6.6384,-10.60832,-24.73312,-23.70848,-18.67392,-17.3664,12.12512,24.3328,55.15776
J,K,2,21,75.43136,232.75264,191.81376,249.38944,157.2384,220.33088,226.49856,278.96928,254.2896,252.25248,237.95936,211.37952,281.49152,283.03136,291.83584,300.18432
J,K,2,22,29.96928,193.616,100.8288,185.40672,126.6944,182.98528,138.6896,196.71456,159.97216,169.93664,169.13792,194.70624,122.93664,178.23488,182.70272,157.96096
J,K,2,23,120.68128,31.01216,100.06976,68.41536,113.88832,46.39136,85.99232,105.80992,160.84992,91.03552,128.7904,81.62944,135.71488,212.41632,199.57952,181.61248
J,K,2,24,120.45184,49.79744,219.61504,85.83488,129.71968,119.12256,149.89504,183.02336,219.0608,148.09248,158.84,181.13408,151.12448,325.49536,207.17184,294.27904
J,K,2,25,97.72576,352.26048,251.52704,366.9568,305.496,392.03584,306.86944,381.48896,332.45216,349.96704,359.62848,329.41408,386.97376,450.1264,376.6224,493.50624
A,L,2,1,19.46272,-8.03008,8.44608,18.5936,21.13984,39.28992,25.29184,29.28544,30.51168,34.33792,46.74464,45.36544,40.06464,24.94304,40.86752,52.04608
A,L,2,2,-69.08832,-199.05952,-135.72448,-154.98048,-205.43872,-132.74816,-227.49856,-173.38624,-212.83296,-170.88512,-264.43552,-212.53888,-320.03328,-283.90976,-241.84512,-228.20128
A,L,2,3,91.83136,-17.17728,46.5808,6.89504,43.39392,56.36704,52.03776,52.49248,106.04352,82.3568,102.7056,130.00928,88.85472,44.8688,123.23744,107.63616
A,L,2,4,206.13696,147.2448,158.47808,153.5728,102.952,109,100.91456,89.41024,98.4448,105.07168,83.5136,87.8128,74.42464,72.54432,70.20704,62.87968
A,L,2,5,190.9088,162.752,144.58752,140.08256,126.08544,112.31104,105.60128,110.1104,92.99744,92.63616,92.5728,90.44832,68.61984,69.86592,65.30016,53.48832
A,L,2,6,239.90016,101.76832,165.15872,116.15232,170.92832,139.18432,200.5936,117.60864,184.34368,189.67648,177.70656,215.51712,181.58304,173.68,192.47584,213.92576
A,L,2,7,-63.29312,-78.4816,-134.7984,-110.56672,-124.47008,-110.4208,-98.9104,-75.94336,-111.98016,-126.1104,-105.48608,-126.43584,-148.608,-202.00736,-83.59904,-64.08
A,L,2,8,-77.52864,-76.16288,-117.41152,-124.85184,-138.2864,-151.69888,-155.92032,-186.68864,-151.4368,-178.51104,-159.8816,-200.6896,-214.2208,-235.31616,-229.75104,-280.66112
A,L,2,9,3.32672,49.89344,17.97696,33.76096,22.92416,27.81088,32.46272,14.04576,31.51168,27.76,6.69248,22.9152,6.96256,21.9296,22.62912,28.95072
A,L,2,10,63.9008,95.18656,79.44832,85.76448,72.9728,85.93504,82.16256,62.09536,98.28096,85.73504,100.92832,101.90016,69.4272,79.5792,98.49952,93.70688
A,L,2,11,263.90624,101.88704,182.05568,117.68064,127.6672,113.4544,120.37824,96.024,148.79936,127.88576,136.68096,158.30656,151.05952,166.6272,148.24576,177.47968
A,L,2,12,245.7664,105.40096,149.65504,91.80576,126.9072,95.69248,123.97504,129.68288,146.50912,148.7712,156.15552,146.43776,127.47968,138.26752,144.64512,185.04864
A,L,2,13,42.30432,-65.18048,-0.46304,-32.99968,-5.14592,-20.74528,-36.36,-26.80448,-31.20416,-37.13888,-34.62784,-29.94496,-83.57632,-75.14208,-71.82528,-75.28704
A,L,2,14,-28.86976,-28.83072,-55.31904,1.40096,-63.51072,-7.31968,18.69184,19.10272,-14.94112,4.6784,37.65824,38.65024,-33.77536,-12.18464,71.21856,-10.62208
A,L,2,15,-328.46144,-406.7408,-439.80416,-486.15808,-541.97984,-559.90528,-652.32288,-718.3488,-765.21856,-892.76256,-962.30272,-1018.7168,-1291.70592,-1417.43712,-1493.5184,-1646.41824
A,L,2,16,66.51008,115.09472,28.69088,108.256,70.70944,78.42816,75.76192,85.11584,76.65472,85.84384,85.95072,105.4144,77.77504,68.36064,106.23136,82.39968
A,L,2,17,11.75296,9.81536,19.728,15.75936,20.12192,11.15552,19.71392,18.6336,18.496,11.46656,35.35616,24.30048,28.53728,23.024,37.01952,41.02944
A,L,2,18,24.808,-2.8,-5.96928,24.45184,-11.0128,12.13632,-0.32704,-8.36864,6.2288,-2.84864,33.51296,50.88352,10.51584,19.11136,23.74144,41.17376
A,L,2,19,-116.84,-119.63808,-165.38656,-143.57056,-190.08608,-185.64672,-212.39456,-240.81792,-226.12096,-247.24128,-232.79168,-197.80256,-315.24768,-337.31776,-265.45408,-305.11968
A,L,2,20,-13.152,-41.7648,-35.99648,-39.22656,-52.22592,-40.60352,-44.23968,-56.8944,-49.03808,-53.65792,-49.9936,-52.18752,-50.03872,-68.1632,-79.0336,-74.46752
A,L,2,21,158.14272,74.0208,102.33856,79.55968,116.00096,109.19552,111.53952,113.57216,109.848,116.4416,129.4208,130.44544,104.19936,120.4224,135.08192,213.36832
A,L,2,22,103.52288,43.9184,86.72128,68.3104,84.86528,59.63968,77.26144,61.55904,86.0944,89.22784,96.55776,91.09312,84.71488,84.7888,92.21152,67.61664
A,L,2,23,-9.41536,26.10688,0.34272,4.31808,7.27104,20.75296,0.89376,12.57472,18.98176,18.91616,19.36928,30.35296,22.68736,33.93056,56.7584,45.20512
A,L,2,24,24.68704,21.79968,-19.424,30.53792,-25.79712,21.73984,-6.5136,-5.59104,-4.50976,5.07168,29.18144,33.67296,16.48,-4.65696,55.52416,22.97792
A,L,2,25,211.48512,103.42304,165.21152,159.0272,165.89696,158.10368,158.9088,139.2688,181.75712,153.08512,166.68,198.56224,180.50048,195.01856,248.28288,224.93824
J,L,2,1,16.26528,52.86176,8.71264,51.94752,64.61888,47.7904,59.34848,66.83456,73.12544,79.50688,89.49376,84.55744,62.30144,88.14112,77.40192,66.24256
J,L,2,2,-207.416,-3.90624,-87.03584,-114.1328,37.40256,-83.51456,27.19616,-60.44928,10.31904,-100.32288,110.89696,-127.88544,62.42368,86.4944,159.97344,16.2336
J,L,2,3,-13.18144,216.32,63.87776,152.41632,112.26368,181.4976,162.97984,259.86144,173.37184,284.50464,349.59584,237.17728,283.67616,355.50368,274.104,418.31808
J,L,2,4,271.56672,326.74272,298.13536,217.55904,257.80608,208.50016,190.71744,204.51456,171.89504,163.18016,193.248,158.55712,130.27072,142.6192,128.45536,127.01216
J,L,2,5,396.39936,287.7584,291.7152,234.11168,245.2528,222.28352,190.10144,163.09248,174.14592,155.01408,179.75936,133.44032,135.71456,102.16992,113.7456,103.0416
J,L,2,6,101.72704,383.168,215.87424,338.7472,278.61472,354.31616,235.0656,354.93408,334.47296,393.85312,386.44768,304.58624,353.23488,405.90624,363.64672,399.58848
J,L,2,7,26.93632,44.55968,32.92736,-57.1344,40.73184,45.34912,3.98368,89.536,91.37088,174.49344,95.57056,53.10816,73.55744,292.79936,256.45408,234.29824
J,L,2,8,-40.3456,-68.03968,-46.29728,-58.95456,-62.39232,-5.39296,-95.55616,-13.08512,-117.34112,42.79712,-49.66048,-61.1792,-70.5264,39.27136,-53.37664,-75.45536
J,L,2,9,129.19936,19.26912,92.64864,43.80928,54.8976,72.76864,35.9776,80.57888,51.78144,86.34592,55.03296,41.45952,50.64448,49.74304,42.56768,65.69248
J,L,2,10,216.23648,118.68064,178.5728,125.03296,167.19424,136.62496,101.58016,157.27392,140.34624,166.60192,181.05856,126.09664,141.74112,158.69824,149.57664,174.99584
J,L,2,11,18.17248,411.62016,200.15872,293.3936,189.60032,290.2992,188.99456,335.06496,255.9424,330.39808,313.90432,239.24768,301.69056,319.84064,323.68672,319.8224
J,L,2,12,78.69504,358.71936,203.08096,311.08736,205.48768,305.57664,235.95072,280.6256,247.1856,366.37216,311.49184,223.63936,279.21408,285.48704,312.25024,284.51296
J,L,2,13,-84.31104,84.37216,-28.64672,81.19616,26.58752,61.05568,54.7568,30.40256,25.2816,84.8368,22.04992,3.0848,59.63232,26.48928,2.59328,12.17824
J,L,2,14,100.78816,22.3248,132.98656,80.11296,204.6,130.26144,168.04096,251.0448,260.75392,302.29024,323.35616,251.6128,246.32672,425.05824,316.98784,445.92864
J,L,2,15,-364.47552,-358.56704,-418.29472,-467.9664,-460.11872,-509.65024,-567.80736,-592.00832,-755.16736,-637.26816,-817.80864,-1167.54272,-1099.6528,-1048.79392,-1295.00704,-1366.55168
J,L,2,16,181.76192,64.20192,259.76448,82.07584,219.23712,180.52576,160.01536,153.176,190.08672,183.09056,206.66432,172.6816,238.02528,237.352,177.87968,213.31616
J,L,2,17,56.0224,30.84896,19.76704,65.12768,40.52128,67.00512,44.41344,57.58368,39.08416,71.63648,71.93344,98.08,71.87456,84.15456,86.55776,102.55872
J,L,2,18,42.7024,41.20544,110.18304,25.66976,92.84736,74.17888,74.26176,119.84,87.32704,142.10464,132.75296,144.41504,153.55968,180.46752,166.14176,205.0992
J,L,2,19,-44.36032,-107.25312,1.36544,-65.97248,0.28864,-29.96544,-78.8352,76.16736,-127.36352,-9.07936,76.7728,-176.59744,-27.37792,62.42176,-6.4464,90.37568
J,L,2,20,-45.99424,-18.19456,-10.39136,-17.71264,11.9104,-16.37376,-40.14912,-14.144,-32.96576,-17.38208,-20.14272,-37.4416,-21.92576,5.5632,8.89152,26.20448
J,L,2,21,80.79296,232.968,191.11552,220.29216,191.60928,245.1296,217.23872,269.76864,247.6688,286.65696,270.88448,214.54688,306.30016,305.2592,309.79648,310.96512
J,L,2,22,29.64256,184.34784,95.3248,159.58336,139.88576,189.52704,127.02912,184.53536,149.88928,181.84,178.4304,189.568,126.15136,181.49184,182.552,153.84896
J,L,2,23,125.40544,27.42272,86.87648,41.68704,142.90784,60.49408,64.14944,87.64736,138.65184,119.65888,154.50464,71.84672,152.52416,226.7632,205.976,173.29312
J,L,2,24,115.09472,31.01408,191.49376,22.80544,164.15776,132.024,103.33728,137.57728,172.82144,181.05248,182.0368,150.544,160.01376,329.75744,194.4704,254.792
J,L,2,25,100.74144,344.20512,244.91008,315.50272,346.98464,420.77312,286.51488,361.97696,314.83616,392.49216,395.87424,327.7264,410.77504,474.3232,391.56544,496.63232
A,I,2,1,-74.41632,-97.64416,-51.80512,-39.95776,-31.28896,-17.6464,-26.72416,-36.57696,-42.33024,-32.87264,-19.19616,-26.79712,-42.15488,-47.84576,-43.82368,-8.96672
A,I,2,2,-475.85312,-643.32,-622.82464,-638.61376,-685.03744,-671.45184,-828.76096,-709.5248,-792.11008,-868.20416,-1167.9744,-1232.4656,-1227.37376,-1206.04192,-1243.83616,-1160.008
A,I,2,3,-260.44448,-390.64,-240.85152,-272.91168,-179.03072,-203.42272,-231.49376,-229.20224,-173.89504,-214.63808,-250.97216,-256.56224,-311.92224,-321.80288,-221.26304,-208.33856
A,I,2,4,49.19936,-13.77088,3.46688,24.64032,-8.64896,-2.91264,2.53568,-7.07168,21.90656,48.67264,26.10944,23.5888,29.2832,20.01248,23.15456,23.86912
A,I,2,5,41.04672,5.584,-2.12608,-1.8464,22.78752,16.86336,10.91296,44.96032,29.64256,35.4512,25.80896,26.08896,12.67744,25.57728,26.17312,23.34624
A,I,2,6,-65.52992,-199.22272,-84.56032,-95.02688,-27.11712,-86.7504,-30.00736,-125.27296,-10.47296,-4.69568,-39.82208,-49.42656,-57.76128,-28.45088,2.97152,65.21984
A,I,2,7,-571.56544,-594.3488,-604.39904,-604.96896,-561.96736,-648.41504,-623.9024,-642.18432,-724.89152,-754.73952,-936.1808,-1014.0288,-964.97152,-1078.83712,-956.50688,-841.42944
A,I,2,8,-365.34272,-382.81024,-409.91296,-447.22304,-439.66176,-477.90496,-507.2512,-547.42432,-522.13888,-608.63136,-747.11424,-755.52,-781.0624,-809.25376,-945.9536,-870.6064
A,I,2,9,-26.50976,20.09248,-18.30976,-9.17888,-18.36896,-14.57056,-18.77504,-39.06688,-36.95264,-40.9248,-64.2304,-42.57664,-55.26176,-47.04544,-34.66528,-8.04768
A,I,2,10,-35.32224,-35.50176,-57.74336,-29.64896,-33.18016,-42.36288,-56.98176,-51.5808,-5.46016,-17.78752,-12.76864,-24.90784,-44.88992,-37.4832,3.928,9.90624
A,I,2,11,-14.36672,-176.6432,-63.60128,-82.89472,-24.3968,-72.46944,-84.79904,-89.86496,-38.69664,-66.04736,-110.14688,-81.79648,-56.056,-13.45568,-25.22688,36.3616
A,I,2,12,-33.744,-161.32448,-68.35424,-115.11072,-24.21792,-89.12256,-45.84192,-15.11264,8.55424,-5.1392,-44.29312,-42.43264,-21.2576,-9.3712,0.384,61.80672
A,I,2,13,-9.20032,-116.34016,-104.27232,-119.22432,-131.79392,-189.25504,-238.71104,-219.42208,-205.88512,-210.2864,-231.04928,-255.55072,-314.67168,-278.21216,-267.24864,-224.76128
A,I,2,14,-515.8768,-521.49856,-468.5456,-470.37504,-514.5296,-519.74656,-582.52288,-608.55904,-660.57024,-685.21504,-871.86272,-874.18816,-959.7488,-852.00608,-782.47392,-855.96288
A,I,2,15,-695.66272,-800.2752,-875.83424,-924.45792,-993.35552,-1065.3056,-1351.61504,-1409.6624,-1556.16864,-1694.00448,-2147.13152,-2451.0352,-2704.03392,-2743.23008,-2878.46144,-3067.568
A,I,2,16,-17.19232,12.26624,-119.22944,-25.46304,-91.90912,-80.62656,-59.66304,-92.98656,-54.3152,-71.15136,-90.54976,-96.64768,-140.10528,-106.4928,-84.27168,-81.4224
A,I,2,17,-45.02592,-50.75104,-40.74784,-50.2384,-24.67968,-63.34496,-77.17792,-67.74464,-61.17888,-52.81248,-40.91904,-53.79584,-71.5264,-88.03744,-59.25952,-38.06336
A,I,2,18,-26.08704,-110.09312,-182.52128,-92.9408,-186.28832,-239.27904,-234.42624,-238.98016,-268.55776,-258.54336,-266.5488,-258.30336,-247.87424,-268.43328,-343.42624,-289.7104
A,I,2,19,-553.38784,-573.85056,-655.27712,-697.68928,-685.1296,-793.20192,-900.92288,-969.48096,-979.53184,-973.6432,-1261.80864,-1374.15136,-1447.07392,-1483.52768,-1429.52192,-1312.53536
A,I,2,20,-46.20288,-65.67616,-72.17472,-99.8864,-132.70688,-110.31808,-133.85888,-131.53568,-118.76448,-115.25376,-126.26592,-149.59168,-141.9968,-172.03488,-214.40384,-169.49888
A,I,2,21,-5.5088,-97.66528,-45.16512,-80.36,-11.35936,-12.27072,-30.7824,-26.14176,-73.56032,-61.77632,-52.11808,-106.04064,-80.33184,-48.67232,-26.23488,92.44928
A,I,2,22,-65.99584,-122.4736,-46.47296,-63.66528,-32.20096,-82.75392,-61.38976,-65.25664,-64.85408,-46.77728,-69.85696,-56.24352,-50.0112,-46.3584,-26.27232,-21.76384
A,I,2,23,-73.3296,-39.4208,-124.89344,-120.55072,-149.1792,-220.2656,-245.69792,-227.37376,-165.0176,-173.57376,-242.96064,-304.664,-243.84384,-239.70336,-223.64288,-180.08416
A,I,2,24,-147.72448,-148.01216,-227.29152,-205.92288,-207.6176,-192.32224,-284.92768,-250.37312,-241.82048,-170.82208,-217.936,-252.55168,-284.56864,-337.5088,-264.65696,-290.56768
A,I,2,25,-100.41792,-213.28384,-74.97248,-113.1696,-25.52064,-35.76192,-81.59424,-110.06016,-97.904,-122.61728,-161.32352,-94.26688,-60.02176,-23.19456,-1.14368,2.51136
J,I,2,1,32.16736,125.50368,39.69984,94.3456,93.89344,87.15968,83.99168,88.11072,116.94528,117.44032,127.14816,109.17024,112.44352,114.80992,141.14176,145.84288
J,I,2,2,33.92128,241.9776,232.9264,244.80896,339.91712,219.48448,542.70432,400.01952,395.85984,178.7296,509.87328,624.9296,748.42368,804.89664,1117.49024,1235.8128
J,I,2,3,-2.44832,483.74752,207.6608,433.64864,256.74208,347.56672,360.18432,476.4912,369.09152,437.65984,532.77824,451.7296,565.49184,691.28736,610.79008,883.80064
J,I,2,4,287.61312,361.77248,352.36064,266.93312,278.29312,246.08736,206.9376,243.17216,212.76352,181.9824,195.63648,194.20352,130.1392,153.53792,145.15264,142.984
J,I,2,5,415.32192,329.72096,310.66368,309.4048,287.7472,239.63872,247.87712,183.10336,195.31712,159.31488,181.78144,156.19328,153.39456,125.31648,134.728,123.3728
J,I,2,6,147.15488,553.19584,353.456,483.33728,336.90816,445.94496,306.8032,518.87072,442.51968,474.25184,426.85824,417.84736,497.488,532.03936,534.58176,548.47648
J,I,2,7,173.53984,393.22528,268.51552,352.80832,241.86688,411.00256,351.26688,451.712,531.28704,404.22368,491.65184,691.00608,572.92064,949.54592,1100.3712,1147.95776
J,I,2,8,46.70496,137.39648,93.05056,192.16192,142.60256,226.12,179.76448,288.03488,165.80512,168.67328,371.36384,339.96384,392.57568,366.91232,649.78176,802.07584
J,I,2,9,151.22656,33.93056,109.32544,66.25184,79.25984,86.32704,59.67616,88.05056,77.05216,107.57888,91.40352,80.9552,73.30144,97.05696,105.9216,121.94624
J,I,2,10,228.77088,133.40992,230.19328,169.58176,164.8224,136.32032,149.87584,202.30816,169.72384,189.73056,177.28416,163.93696,149.47488,210.7248,187.9728,215.3696
J,I,2,11,22.74752,549.4992,325.4064,482.36192,267.59616,373.0096,322.48256,446.15104,366.9616,372.46976,424.08512,389.26944,449.3408,468.14336,491.43904,518.67552
J,I,2,12,91.56192,518.9344,277.70208,496.78432,255.85088,413.82272,359.65088,383.39424,319.01312,377.10912,391.57184,357.7584,365.00704,383.4208,418.61344,429.93632
J,I,2,13,37.10528,103.52896,98.40992,136.0016,78.09056,120.92928,182.42912,185.85312,183.22208,216.2864,169.42528,163.66208,292.12224,266.03168,316.24288,305.84128
J,I,2,14,255.70432,377.608,324.14688,382.98656,423.79744,305.60576,454.77312,560.67936,588.85376,393.88192,701.43584,669.21376,817.69856,997.31968,918.17152,1319.59136
