Age,Model,Trial,,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
J,L,1,18,171.96032,251.3712,149.10144,249.672,184.40704,217.04064,179.53216,182.3312,159.86336,138.82912,163.39808,109.72064,109.10784,136.89856,122.4528,127.71552
J,L,1,19,237.91232,283.58112,238.11904,252.33536,266.032,264.6688,280.36704,233.38592,267.54944,201.6352,236.16928,262.6944,201.12512,272.45792,234.39232,214.30464
J,L,1,20,280.79168,119.21984,215.77216,180.1936,192.92608,135.18848,135.24928,126.20672,151.40672,151.77728,121.1216,146.38208,116.144,132.95904,132.79808,118.47136
J,L,1,21,230.64096,173.48064,187.07712,184.02784,195.54944,174.10368,236.17312,172.08512,206.2816,184.05152,219.152,165.5776,194.70144,187.03136,274.87264,176.86624
J,L,1,22,-67.05152,104.9008,-30.86944,31.00736,26.76,94.0928,9.90848,85.79392,66.04416,171.42144,119.97472,131.03648,77.7744,100.2064,167.21952,190.15232
J,L,1,23,-32.02112,30.19456,-12.136,34.05536,47.70976,85.17152,-8.69344,18.74592,-44.08608,32.46176,-11.73504,34.24224,-18.93088,70.3376,42.83776,39.50976
J,L,1,24,-351.91328,-257.35392,-362.28544,-405.64288,-333.512,-393.38144,-457.4848,-478.12736,-553.13504,-487.66656,-613.74976,-487.93472,-719.46528,-630.24864,-607.10752,-700.92896
J,L,1,25,18.28384,208.74912,36.15232,159.29504,44.01952,142.90784,66.58112,111.69728,77.34464,106.48544,139.54432,147.8448,127.49536,126.29696,171.128,117.55744
A,I,1,1,-769.19072,-675.02304,-677.66048,-605.4848,-659.53216,-636.16448,-737.10016,-784.45632,-780.91968,-792.50624,-885.28896,-916.38272,-863.5616,-875.63392,-898.15936,-840.22528
A,I,1,2,-123.6768,-114.97632,-180.54208,-125.59168,-200.70112,-195.78048,-186.968,-175.14272,-176.64704,-166.51648,-178.6544,-155.74912,-160.728,-125.90304,-107.33856,-90.94304
A,I,1,3,65.51584,-7.17216,4.64,-27.776,-11.21472,-18.32064,-21.47936,-4.89824,-5.29504,-32.18624,-5.5872,5.12544,12.32256,-22.27456,-2.86176,-12.40928
A,I,1,4,6.95744,80.91424,-28.68768,44.552,-0.0704,6.86944,-2.40544,-8.63744,-9.08256,-39.02656,-48.15392,-35.71904,-29.37952,-12.65792,3.15296,14.60928
A,I,1,5,14.70432,-93.08,-18.44256,-19.77088,-0.1648,-30.72576,24.91744,-7.43328,-5.7808,-14.23872,-8.12384,-10.63264,-8.89728,-25.90528,10.27936,10.21216
A,I,1,6,-407.88416,-345.36672,-467.01184,-498.8512,-541.66048,-613.66144,-637.90528,-671.9888,-741.26496,-809.65024,-912.75968,-919.94272,-903.5664,-964.70752,-935.07552,-747.23168
A,I,1,7,-136.61568,-218.18176,-219.10432,-240.2432,-272.74272,-286.61696,-308.52096,-240.10048,-247.90944,-383.19072,-356.82912,-371.88736,-351.07424,-344.50048,-303.89728,-283.77792
A,I,1,8,-14.82656,-148.9584,-72.70912,-75.85728,-0.8016,-44.74816,-47.74624,-40.56896,-24.07968,-36.78048,-56.93568,-22.38976,-28.78112,-14.59456,-4.45408,39.02944
A,I,1,9,3.39232,-1.78528,2.2528,-14.72768,8.0144,13.01568,-16.43584,-13.64768,-12.37856,-32.0304,-23.93696,11.84096,-8.85632,2.97632,14.28096,12.4336
A,I,1,10,-119.99328,-133.8112,-77.11072,-112.53088,-53.04352,-38.93152,-71.3264,-95.76896,-71.85536,-68.98016,-41.40448,-70.61152,-46.44224,-33.60448,10.81184,16.31392
A,I,1,11,-776.16096,-720.08736,-682.55168,-668.39872,-708.91456,-698.59104,-854.9664,-888.4032,-936.66848,-1124.69024,-1187.29824,-1112.06112,-1194.70752,-1253.51392,-1173.8384,-1022.6784
A,I,1,12,-599.32448,-616.168,-547.73792,-442.95296,-366.7888,-474.29856,-599.568,-542.54752,-559.39008,-631.72576,-608.99296,-672.69024,-605.36768,-654.03808,-569.92896,-414.38592
A,I,1,13,-98.18272,-153.85344,-39.47552,-68.71136,-38.95584,-33.17568,-30.75392,-118.14784,-51.34016,-70.5264,-72.8304,-112.59712,-36.44832,-14.36864,-4.3184,39.26912
A,I,1,14,-47.4048,-111.70144,-90.65728,-78.37056,-69.73792,-69.0464,-98.68672,-99.43392,-68.00992,-148.59488,-127.11008,-99.47328,-126.14048,-77.0912,-36.26016,-2.88032
A,I,1,15,-519.304,-507.74528,-542.06944,-508.0176,-538.64608,-579.43424,-576.32768,-500.35136,-448.4496,-546.57696,-620.31712,-637.656,-703.33152,-740.3936,-661.00128,-601.65376
A,I,1,16,-127.47776,-141.48512,-194.49888,-153.78336,-190.48928,-168.01952,-172.77664,-147.39808,-135.95264,-182.76192,-153.12544,-143.1568,-223.81408,-137.39008,-114.74944,-71.7664
A,I,1,17,-89.00384,-82.05824,-101.00352,-172.42464,-166.6144,-122.24128,-154.60672,-101.71776,-80.31776,-106.14368,-145.832,-151.32128,-151.52192,-98.35168,-124.8576,-38.80192
A,I,1,18,-65.02816,-89.18112,-97.41152,-104.26784,-12.76064,-40.64736,-33.92416,-23.74496,-53.78016,-86.83456,-89.472,-56.72736,-56.7808,-44.93472,-23.58656,-1.66112
A,I,1,19,-207.31072,-199.60992,-143.32704,-132.36992,-108.75008,-89.23296,-122.36672,-83.8928,-103.83392,-113.71584,-139.64704,-157.77568,-112.85056,-84.04288,-46.64384,-2.88896
A,I,1,20,-162.33408,-137.66048,-203.3424,-178.28896,-215.1248,-162.23904,-251.62496,-188.33248,-173.56512,-197.144,-170.09568,-182.40288,-191.11232,-156.49056,-125.45824,-85.38784
A,I,1,21,-259.09792,-259.10496,-262.14976,-214.28512,-200.34656,-286.69312,-281.43584,-241.30848,-243.36288,-256.52288,-333.7328,-255.74624,-245.1168,-212.64192,-188.89472,-95.26656
A,I,1,22,-343.40032,-384.25024,-324.11872,-388.88384,-297.7584,-309.39008,-273.24,-285.76,-265.5184,-343.32128,-404.92768,-357.41568,-295.91616,-280.52608,-235.20512,-167.64544
A,I,1,23,-295.7936,-320.04992,-248.8368,-201.03488,-185.17568,-261.9664,-238.09568,-265.16128,-265.64544,-315.40864,-285.4128,-326.1968,-301.29696,-307.76992,-270.50304,-245.58496
A,I,1,24,-473.15872,-534.34368,-569.39488,-680.12672,-733.43232,-808.21856,-880.25536,-798.09632,-808.912,-980.04768,-1096.13056,-1104.07584,-1159.14464,-1202.58784,-1116.97728,-956.07296
A,I,1,25,-236.05728,-305.63104,-227.4624,-318.0576,-339.72992,-343.93888,-399.33824,-378.14336,-272.0848,-319.5472,-359.6752,-397.00864,-359.43648,-333.30464,-306.50432,-239.72512
J,I,1,1,24.06016,28.39104,153.07872,63.49952,112.08096,-12.01984,121.96224,137.05056,106.70912,-57.82752,97.2832,236.84384,166.54272,166.60544,421.81984,550.73632
J,I,1,2,288.768,78.40576,213.30208,55.27072,154.17536,148.73408,190.18304,120.17824,168.7056,158.44992,178.77888,174.23136,217.61088,166.20768,200.20512,231.21216
J,I,1,3,386.75968,515.82368,326.1952,378.95872,254.72064,243.52576,228.0752,175.968,119.89408,160.02944,144.44544,115.55872,69.71424,100.65856,46.62112,78.28928
J,I,1,4,450.896,57.17088,336.95232,162.97408,249.99776,161.69216,142.83712,150.45888,72.85568,81.93824,115.32672,124.65632,115.09312,100.51456,91.15264,96.78432
J,I,1,5,195.68544,424.168,228.85856,310.21824,190.65024,276.15136,194.87232,222.21504,171.2832,185.22816,146.74848,104.22912,61.97792,110.44736,90.29984,99.50848
J,I,1,6,134.18336,-48.91456,2.97856,3.72448,-36.73248,39.29632,-34.35296,0.80352,-1.88064,-42.6464,77.77184,160.02432,164.03264,174.82688,463.3008,447.1936
J,I,1,7,22.38336,87.39936,115.79328,91.61696,117.2,82.96096,204.26208,151.92,24.66304,159.90656,160.56896,193.95456,220.82912,240.63712,284.50176,310.64512
J,I,1,8,99.74848,483.7024,264.91808,404.95552,235.50368,312.43488,249.8256,250.40448,176.50336,160.52896,200.38848,175.4256,205.44928,172.86176,207.56416,132.83648
J,I,1,9,461.3344,378.46368,410.48416,384.52544,375.272,293.11392,315.26784,303.96384,250.61024,289.7696,324.86464,209.94976,241.04128,210.60384,219.15008,235.90592
J,I,1,10,273.94176,375.58784,209.03712,347.37984,296.28544,243.52896,194.5936,240.81984,168.06528,232.35232,145.12352,174.03296,131.0768,185.79264,206.64832,229.01312
J,I,1,11,51.11296,149.79648,162.52736,150.50656,153.33216,-2.84288,72.4432,196.71424,-17.7984,44.51424,302.232,170.87296,184.78816,364.67072,525.9296,664.91872
J,I,1,12,187.0672,323.4736,363.49888,378.66656,332.46816,211.34752,382.78464,328.43264,198.97312,353.03456,211.43296,485.12672,394.65856,568.4592,695.5616,750.31776
J,I,1,13,332.47712,631.44064,403.4784,504.6336,438.43328,406.77024,258.62656,424.07648,308.8032,299.39104,227.18656,370.56224,325.9616,283.44672,356.06528,341.88704
J,I,1,14,104.98176,276.13632,222.57024,270.49088,240.04224,231.38016,233.86112,246.15808,167.78656,250.0608,257.65728,255.1312,302.79712,339.37792,305.51968,357.84864
J,I,1,15,96.28352,176.47584,201.02368,230.07424,67.46144,278.848,309.09888,297.90944,71.9216,165.576,246.43104,282.24736,290.2192,431.9648,407.17568,831.18272
J,I,1,16,257.1024,68.96224,218.81248,119.31648,176.55136,178.09024,204.4032,169.67872,139.01568,218.5728,207.2176,127.44992,282.74176,247.11104,302.44352,274.0656
J,I,1,17,259.72032,161.62176,162.06784,201.98976,217.3616,146.0432,247.80288,258.96256,186.8288,167.5648,197.18112,211.64704,222.66848,210.18976,298.18272,335.22368
J,I,1,18,215.61024,283.59552,208.86048,364.79168,242.504,267.15072,247.13408,209.36128,153.14144,173.78816,238.0192,155.41216,157.7584,184.09152,181.93184,181.24192
J,I,1,19,294.97632,495.47872,346.05376,411.02176,363.59872,330.8496,387.13344,327.59232,343.31872,240.17632,270.44992,351.85632,333.18144,392.43552,377.21312,376.33408
J,I,1,20,304.84256,128.4544,283.95008,190.85344,277.61664,122.30496,234.77152,181.94944,179.27584,213.30272,178.21344,161.4448,177.11808,218.54944,217.67168,223.032
J,I,1,21,342.12864,320.25088,384.69216,355.21376,230.66272,300.18848,412.2,336.06624,294.0368,235.27488,369.20672,348.7184,348.20704,383.21216,488.94976,403.976
J,I,1,22,38.68928,352.00128,91.42112,301.7744,256.26784,290.4704,249.74112,272.13696,235.00928,208.34144,361.9584,417.14688,339.968,409.53536,492.62944,540.94656
J,I,1,23,105.61376,274.03744,216.77632,275.20512,156.91424,230.47424,221.38432,196.50112,72.9232,280.35648,145.91168,196.9216,229.93536,338.32544,289.90112,455.40928
J,I,1,24,110.72256,131.29312,23.8416,79.85664,104.37152,89.93024,263.13952,224.13504,3.52992,60.19872,193.73376,277.00672,158.17792,403.8448,683.97984,645.53664
J,I,1,25,86.45824,422.432,181.6048,229.44672,218.08704,222.12928,243.42432,410.68992,233.77824,244.60064,262.36992,346.60864,354.83776,378.18592,463.62144,439.32512
A,D,1,1,-40.91008,-23.46432,-92.3728,-41.74048,20.9856,-11.64736,-63.26112,-7.13568,-91.29536,90.97408,26.12832,1.3744,33.77376,12.74816,-33.32352,-53.3008
A,D,1,2,-50.89984,-185.75488,-66.744,-52.18752,-49.53504,-69.21312,-46.79904,22.42912,-125.55552,-96.05248,-49.6848,-91.94752,-72.52864,44.98816,-28.42368,-0.00736
A,D,1,3,-89.60256,18.21184,-114.91712,-57.68032,-61.536,-10.8704,-50.07072,-25.968,-90.76768,-38.66368,-19.57696,5.6288,8.51872,-28.03648,3.77824,-28.98944
A,D,1,4,5.73408,-2.70208,36.27264,19.25408,-12.12,-46.57472,0.09696,6.56928,-2.5344,-52.05024,-84.42304,-16.96448,-41.06432,4.1664,-9.976,-7.11936
A,D,1,5,-111.93376,-73.59072,-24.336,-36.18816,-27.44992,-57.44576,-19.62016,-4.31072,-49.54272,-7.84256,-39.63008,-26.736,-45.58016,-8.30272,-20.40064,-1.06112
A,D,1,6,36.11488,-33.57856,-2.93696,26.54624,-23.99776,-4.41504,8.34464,49.14752,-72.1568,87.93184,42.34816,-1.10592,-14.29088,15.87168,49.2128,199.64864
A,D,1,7,-17.54816,-6.7408,-43.69984,-81.25664,-87.44224,-111.64,-11.34784,-15.54816,-60.72768,-60.512,-81.5184,-60.30176,-166.6704,-29.36768,-72.51232,-27.3504
A,D,1,8,-92.6672,-47.22272,-52.96384,-47.94848,-27.05408,-71.59648,-53.53024,-54.63904,-40.73216,-46.6448,-20.45216,-74.39424,6.46624,-51.35648,-13.4752,22.6784
A,D,1,9,-14.10912,-67.94016,-69.21792,21.58528,-1.25056,-42.8816,-3.06016,13.37408,-35.9648,-69.10432,11.87424,28.34848,-29.664,14.05856,-41.9536,19.58592
A,D,1,10,-113.25024,-117.0128,-68.792,-44.51136,-85.15424,-38.34912,-30.57184,-53.39808,-70.6608,-27.23936,-17.0144,-24.2944,-54.30912,-42.75808,-3.3248,11.31328
A,D,1,11,-26.2944,-31.3408,81.88416,0.69504,10.70944,56.35584,4.01568,58.65184,-7.2064,-29.68832,-105.68032,38.63808,-82.24544,86.26592,-29.32608,-41.38496
A,D,1,12,-20.07328,34.49952,54.66272,49.23552,97.49504,33.71616,42.43136,152.94432,-44.64064,86.14112,-48.51136,52.61568,30.56512,68.93504,-44.728,110.53216
A,D,1,13,-98.59808,-59.35616,-0.0736,-30.21504,-66.18336,14.73792,-44.36096,-88.23008,-108.8688,-69.0608,-78.02112,-10.07776,59.74624,-43.31392,-3.89216,5.9744
A,D,1,14,-22.86432,-145.46688,-90.54944,-3.63616,-165.8784,-81.96736,-9.93952,-105.26656,-84.83392,-161.74112,-64.33952,-97.7856,-89.37216,-40.496,-99.66432,-30.68832
A,D,1,15,-81.1328,-85.23776,-111.99712,-152.66688,-103.17312,-273.48384,-147.40512,-15.94208,-81.4752,-135.89216,-121.69952,-100.62592,-200.93312,-198.76832,-176.11072,-177.93632
A,D,1,16,-40.59808,-12.12704,-8.77856,23.3024,42.65888,-105.30528,-74.09248,30.296,-14.60384,-88.48288,-11.504,-0.83552,-94.49312,-66.00224,23.08832,43.93696
A,D,1,17,13.77152,-6.02816,54.67072,-40.44928,-0.85824,19.94432,-53.17472,35.78976,3.45568,45.11392,42.9728,7.71488,33.45952,-14.45376,49.80512,39.85344
A,D,1,18,-50.50272,-75.83168,-44.19904,-50.35744,23.13632,-35.19072,17.29024,-23.31168,-40.03296,-80.77024,-25.73344,-57.3872,-43.83744,-10.11744,-17.28352,-2.91392
A,D,1,19,-122.31104,-60.672,-95.02336,-58.91776,-46.8848,-90.32,8.5856,23.15264,-90.78784,36.77792,11.16992,-71.47776,-63.43776,-36.61728,-11.53664,-38.90688
A,D,1,20,-26.28128,-6.96576,-79.5008,-12.10304,-92.21728,-76.00736,-27.54272,-27.07488,-65.35776,-80.128,-28.8688,-18.78176,9.88288,-49.53408,30.54688,1.42496
A,D,1,21,-94.20672,-75.02144,-130.5088,-34.71104,-70.86816,-103.29472,-166.1648,16.12416,-168.03008,-74.07968,-148.58208,-45.56064,-51.19232,-44.90624,-61.1888,-119.10592
A,D,1,22,-43.01792,-145.33024,-30.35904,-89.09856,-76.93472,-111.75136,-62.39488,-21.56224,-78.9968,-74.34336,-32.75296,-78.65632,-21.0752,-20.17376,-7.70976,-48.91712
A,D,1,23,-66.36032,-52.6848,6.09792,-26.71072,-14.9792,-43.87424,-69.936,5.81824,-56.99648,-61.26528,-13.96832,-30.67328,-68.01216,-85.0064,23.68864,-60.04928
A,D,1,24,53.85568,-82.12864,34.2848,15.87456,-118.38528,-130.4528,-67.04448,-2.22368,-86.6528,-79.1216,-65.73696,-108.87264,-62.21056,-98.25088,-114.03392,-39.88672
A,D,1,25,95.34368,15.66656,-10.19424,4.55712,-35.78624,-128.81472,-27.12448,8.91168,-52.14432,-67.14944,26.6928,-31.68,37.68448,-30.66848,-15.6128,57.82784
J,D,1,1,114.3648,383.04928,300.6,362.43936,343.77024,325.93568,377.24064,435.46016,358.23264,346.79584,467.4672,566.17312,509.49536,537.88032,693.57696,690.2704
J,D,1,2,275.81376,68.12416,186.99648,-3.56,102.70368,110.2176,155.536,165.2176,188.0016,162.93088,178.94624,129.72384,127.38304,108.75008,110.99168,133.89376
J,D,1,3,187.01472,235.60928,113.59968,149.36736,50.54208,81.24352,125.52672,84.86752,-17.72,71.12768,74.17856,38.04416,-14.68896,41.6672,12.06336,57.29984
J,D,1,4,230.12512,-6.85824,231.98368,109.68608,172.15392,76.61408,28.61632,82.24896,-4.90304,30.31808,31.7328,59.8848,67.00416,57.9488,47.50528,47.01024
J,D,1,5,27.45696,87.28832,80.46976,103.09184,10.07232,142.44992,52.27904,94.10112,65.90752,124.00096,80.26592,25.38528,-46.16096,65.85216,31.15008,51.03936
J,D,1,6,297.98464,182.672,260.62784,267.06944,242.24096,335.59584,289.1968,398.02944,383.50528,443.50176,532.26336,601.7392,519.8608,544.4304,680.9248,673.05952
J,D,1,7,80.89984,110.83424,215.79392,141.47104,162.14496,89.5088,241.54944,215.78816,91.2816,258.13024,235.56704,265.50176,206.57056,236.42144,217.4336,230.48544
J,D,1,8,14.67584,134.08224,141.87904,271.62112,85.24,156.72896,138.96288,148.40864,44.28288,48.08928,117.84608,72.48384,122.26688,81.10944,126.70496,38.47392
J,D,1,9,256.6192,235.16288,185.51584,229.90688,218.57184,82.65056,161.29664,166.34464,131.36192,143.52448,212.08768,94.51904,132.2944,95.7888,89.76384,127.7296
J,D,1,10,161.20768,203.928,56.66912,241.45248,188.27104,68.11936,54.61856,127.5696,50.45248,160.47712,35.63744,110.17152,60.11072,98.0096,128.5216,132.3824
J,D,1,11,214.98592,438.6768,369.43712,462.03744,440.48832,371.64864,438.06848,593.60512,534.176,606.50688,712.93792,635.14144,525.04928,784.62656,843.84064,834.992
J,D,1,12,316.2528,483.01024,488.51584,551.23072,465.09856,358.09344,501.13824,572.08704,406.20928,679.10944,417.44544,693.87232,545.82592,755.20544,742.0496,741.2656
J,D,1,13,198.34272,391.92992,253.28928,343.83296,290.1072,262.79328,107.68672,330.8112,166.78208,148.87648,-22.4448,218.13664,221.11712,153.48096,242.14016,187.90304
J,D,1,14,12.2416,120.09056,121.24288,202.65056,134.86912,46.38912,134.0432,143.11328,28.37632,116.3872,133.544,61.40896,146.0304,221.21248,118.94784,141.5648
J,D,1,15,116.17024,230.94784,231.98272,287.37664,171.15392,292.448,342.22176,398.57472,216.05408,329.03104,305.62592,346.4384,274.18112,395.888,283.78432,680.87008
J,D,1,16,218.82624,1.87712,135.88544,69.43744,206.68896,165.568,167.93888,174.08352,168.97664,226.91136,199.6032,108.3424,254.88576,166.04768,197.09376,175.19136
J,D,1,17,263.72032,143.75296,147.6832,174.97856,213.9808,159.2096,244.248,264.24896,154.576,140.08448,167.96288,168.90432,204.2736,137.86976,242.85504,269.86848
J,D,1,18,121.19872,68.8736,74.03136,257.2624,132.41792,147.02336,169.31296,108.99776,38.59584,76.78048,171.28096,62.2736,52.9968,95.3504,101.27808,94.10624
J,D,1,19,220.88736,348.36096,226.58784,283.14368,245.23168,117.07168,231.15456,177.8576,148.22272,73.656,139.99616,240.05376,227.16096,288.44576,278.52352,256.08
J,D,1,20,297.73376,137.93504,280.15264,202.12096,276.31712,54.9744,224.09952,187.49792,167.79776,183.38272,117.2448,74.58272,119.10688,150.18464,153.96832,174.29344
J,D,1,21,268.55488,212.70976,290.52224,256.48608,94.73984,192.02016,282.6512,272.69312,167.89824,124.8304,229.8448,203.32576,205.95808,278.13472,379.08832,222.01472
J,D,1,22,40.24896,313.04928,79.26688,333.47232,280.2944,309.49088,256.06336,318.82208,234.32128,220.63296,368.33856,400.87872,301.33632,373.44032,424.28064,402.58016
J,D,1,23,112.11296,264.66624,234.87616,296.67552,170.92608,254.31264,204.40448,219.28928,85.55616,297.34208,139.97216,197.14304,184.55072,250.8832,200.07296,361.3504
J,D,1,24,301.67584,326.2704,263.22208,349.20672,404.79264,374.55744,540.10816,581.78752,393.11072,537.30208,556.85344,624.93792,479.04416,747.63616,858.94432,695.74816
J,D,1,25,102.94624,494.15296,189.45088,302.63296,269.18944,225.4464,270.16544,482.64608,288.33888,260.06592,262.8432,316.60768,335.65248,337.20192,362.97248,338.89184
A,M,2,1,-30.61472,-43.42208,-3.2832,-1.36288,4.57824,14.06592,-0.06784,1.56096,-6.04832,9.61216,20.12512,16.2544,-3.2448,-6.28,-3.3792,17.35456
A,M,2,2,-94.07424,-215.49952,-155.17728,-128.91104,-156.09792,-155.51968,-269.80416,-113.0528,-111.608,-123.88448,-273.91008,-253.71008,-276.55424,-287.0976,-282.60064,-282.81216
A,M,2,3,25.00064,-48.19584,-19.22272,-12.81856,52.11424,25.51456,7.11008,28.56736,95.57952,65.40608,79.32064,74.16064,8.06464,-18.37152,75.50016,29.19456
A,M,2,4,138.49344,73.21696,86.88448,104.52288,54.79936,58.6048,57.76256,44.5984,71.16672,88.9648,59.40096,60.57888,60.03648,44.53792,46.87392,45.23808
A,M,2,5,138.62464,105.93664,82.8912,79.1568,97.40032,76.89056,70.39872,95.55456,71.37056,77.86656,68.65696,63.92128,51.26272,49.3024,53.16512,38.68832
A,M,2,6,124.49888,16.92864,77.73728,74.47968,124.45152,55.4016,109.62432,29.66624,137.95008,139.15488,112.20256,114.2464,94.85184,98.51008,116.95616,159.9008
A,M,2,7,-161.8496,-139.4656,-159.44032,-143.19872,-106.15168,-209.71808,-142.19136,-126.66784,-147.99008,-153.1712,-204.86912,-228.53184,-161.71104,-328.2624,-201.12704,-181.74208
A,M,2,8,-103.45408,-86.34272,-145.17728,-154.55392,-133.40832,-182.17952,-180.20864,-188.50176,-87.94944,-164.07424,-225.45312,-179.71552,-211.79648,-248.89504,-397.01024,-335.51488
A,M,2,9,-3.6432,39.3312,7.43264,23.10528,12.74144,16.49504,14.6144,-6.25664,6.71136,8.25824,-19.40768,4.2128,-10.71584,-4.87584,6.592,17.89664
A,M,2,10,30.75072,35.4784,27.6592,52.7232,50.6592,35.40096,24.75072,20.10016,64.05728,56.96672,69.43648,53.59232,32.0576,25.5488,69.64288,60.67104
A,M,2,11,158.36288,46.48672,77.50464,69.62336,95.08864,50.08352,41.29664,38.93888,88.3552,66.01408,43.50176,80.456,77.5184,94.50976,85.45888,116.38592
A,M,2,12,135.80416,49.4672,56.1728,29.12928,88.20768,18.31392,65.17664,94.43264,120.4128,105.80192,72.18656,79.68256,79.29792,77.664,85.1376,126.69472
A,M,2,13,44.34464,-68.33088,-16.2528,-22.16704,-22.94656,-77.24352,-94.30688,-64.25856,-42.128,-48.65728,-37.63584,-37.33472,-141.0752,-104.76576,-90.15904,-67.14272
A,M,2,14,-158.04672,-131.14368,-79.07712,-61.77952,-107.28128,-117.93504,-127.19264,-87.10144,-109.6656,-85.1072,-175.6352,-145.93088,-245.43744,-175.3808,-105.74272,-254.86336
A,M,2,15,-303.02784,-353.25344,-354.93536,-363.5376,-376.13568,-387.05088,-572.1888,-533.08352,-588.06656,-578.55488,-762.10656,-884.45696,-1091.86144,-1129.31776,-1166.07104,-1396.53568
A,M,2,16,44.31552,60.66336,-26.61728,61.14496,7.19488,16.29824,55.176,23.60928,65.24672,40.93248,40.89152,35.37088,-14.13152,15.70304,29.8992,8.87008
A,M,2,17,-2.12864,-5.49952,17.39872,8.19072,29.472,-7.80256,-6.28192,3.87616,14.76896,12.32416,30.29984,23.192,8.12288,-9.83008,34.78816,18.09952
A,M,2,18,22.94752,-30.64736,-32.7296,57.75328,-17.4128,-46.288,-13.656,-11.70752,-16.21152,-5.11072,29.38912,38.01728,36.2992,12.83008,-51.16128,0.448
A,M,2,19,-153.264,-127.88448,-174.66016,-207.19456,-192.02368,-264.84064,-284.55264,-269.576,-209.54944,-205.6592,-336.93888,-330.14528,-417.25632,-466.15936,-357.81024,-364.88704
A,M,2,20,-7.51456,-29.66944,-24.32544,-32.89248,-58.77984,-28.20864,-53.38688,-45.8112,-22.91712,-11.85472,-6.57632,-25.79136,-21.79392,-59.36928,-95.99168,-51.66784
A,M,2,21,136.63872,59.68224,67.39808,58.39968,114.6576,107.91744,95.59232,111.98432,72.2032,95.42272,113.68,67.32448,77.12256,91.80384,113.21632,204.13408
A,M,2,22,45.5568,8.53248,43.64512,41.90944,56.25664,3.46304,27.63392,31.03776,44.45792,45.03968,30.66368,44.60896,54.24576,29.93248,48.03424,43.99488
A,M,2,23,-5.18816,43.41216,6.09856,19.87072,12.57408,-36.78592,-20.0336,-3.7488,58.7392,55.24832,21.75264,-14.77024,46.11712,29.93184,34.22688,72.52672
A,M,2,24,35.752,50.13056,-10.24128,22.10624,28.4976,51.1296,-21.60672,47.08896,58.27136,134.32032,120.98624,100.50144,87.37344,21.4096,103.35392,26.7392
A,M,2,25,95.21312,37.43456,80.82816,83.34752,128.99872,109.1136,64.09472,62.66592,84.85152,65.81504,41.27936,107.76416,129.80064,133.63392,146.024,100.42656
J,M,2,1,-6.16864,75.91808,-14.79744,41.1632,33.04608,17.4064,32.79712,15.33408,61.2592,46.03456,60.168,19.91712,42.7888,31.9648,48.20448,56.77504
J,M,2,2,-250.58656,-67.6064,-66.0912,-94.40704,-107.94336,-222.99104,100.63296,-5.87392,-112.58656,-284.37184,-117.9584,-144.72,-144.37024,-155.52256,-87.86592,-104.31776
J,M,2,3,-17.93184,97.15936,68.57344,178.3168,22.20032,88.45408,121.9648,225.72704,103.46624,201.39872,202.93568,74.96064,171.25056,284.97504,103.89024,377.592
J,M,2,4,188.8608,260.52704,274.91776,181.03936,206.41024,180.89472,147.09728,199.1856,170.36096,137.11648,154.3408,158.3072,85.92096,117.25408,115.376,102.21312
J,M,2,5,323.18496,223.12224,222.60736,244.8304,218.20832,183.95616,204.40128,134.38848,160.81664,124.5584,136.18336,128.61344,105.53344,102.0976,93.7312,96.26848
J,M,2,6,44.72992,296.83008,212.20608,298.71456,140.60096,249.14368,131.59008,346.74752,268.02016,303.90976,234.6976,210.40416,289.26848,314.96928,329.5344,279.21696
J,M,2,7,-23.976,56.85088,-47.09568,-0.75328,-220.56384,8.27968,-103.8528,3.12128,2.97344,-59.2688,-121.8352,46.46176,-262.79264,66.39872,30.96288,-117.01216
J,M,2,8,-57.15904,-137.57824,-112.42176,-45.57472,-158.29376,-61.95968,-119.21472,48.31232,-191.77024,-194.77824,-18.83712,-183.06112,-174.14976,-392.93664,-109.69408,-84.1168
J,M,2,9,111.55264,4.03296,77.45664,27.78368,37.47968,41.32576,8.77888,44.67072,34.93088,51.70656,40.83264,27.62464,14.91584,44.02784,36.3856,51.41152
J,M,2,10,130.00224,72.74816,160.43008,118.12256,87.84032,66.92448,70.48896,137.3104,111.15456,141.94624,101.49856,104.44768,62.68192,156.46048,112.64512,142.88032
J,M,2,11,13.65472,261.10624,201.69952,283.14496,99.3008,179.08992,149.7872,259.57472,188.83584,193.69984,240.60224,168.2848,226.12032,267.4752,258.89728,279.40064
J,M,2,12,66.62624,242.90048,157.66272,316.3984,90.66272,261.32992,224.63968,255.35808,181.06112,222.56576,239.85952,190.42176,195.70272,222.2064,241.6864,253.40064
J,M,2,13,-110.07712,34.22624,-14.09632,18.05376,-89.19616,-17.27296,24.64224,35.35456,8.73664,71.02816,3.96096,-128.95168,42.32,-10.3056,21.07328,-102.72064
J,M,2,14,0.1632,73.2416,9.65088,20.7984,4.09856,-110.93472,59.96288,98.15744,136.7104,-109.57792,103.6784,-49.47264,57.49952,181.12352,-76.94688,243.71936
J,M,2,15,-336.03072,-307.0896,-329.23744,-364.94624,-372.42208,-657.2688,-417.89216,-606.43616,-506.73216,-769.91072,-999.28672,-1185.57472,-1035.35488,-1022.62304,-1487.56224,-1484.67328
